"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"270336","66","66","66","0.5859375","0.5859375","0.5859375"
"274432","67","67","67","0.65869140625","0.65869140625","0.65869140625"
"278528","68","68","68","0.646240234375","0.646240234375","0.646240234375"
"282624","69","69","69","0.676513671875","0.676513671875","0.676513671875"
"286720","70","70","70","0.584228515625","0.584228515625","0.584228515625"
"290816","71","71","71","0.677490234375","0.677490234375","0.677490234375"
"294912","72","72","72","0.69775390625","0.69775390625","0.69775390625"
"299008","73","73","73","0.712890625","0.712890625","0.712890625"
"303104","74","74","74","0.718994140625","0.718994140625","0.718994140625"
"307200","75","75","75","0.706298828125","0.706298828125","0.706298828125"
"311296","76","76","76","0.61669921875","0.61669921875","0.61669921875"
"315392","77","77","77","0.702880859375","0.702880859375","0.702880859375"
"319488","78","78","78","0.707275390625","0.707275390625","0.707275390625"
"323584","79","79","79","0.72705078125","0.72705078125","0.72705078125"
"327680","80","80","80","0.676513671875","0.676513671875","0.676513671875"
"331776","81","81","81","0.67138671875","0.67138671875","0.67138671875"
"335872","82","82","82","0.79541015625","0.79541015625","0.79541015625"
"339968","83","83","83","0.763427734375","0.763427734375","0.763427734375"
"344064","84","84","84","0.7919921875","0.7919921875","0.7919921875"
"348160","85","85","85","0.723876953125","0.723876953125","0.723876953125"
"352256","86","86","86","0.724365234375","0.724365234375","0.724365234375"
"356352","87","87","87","0.657470703125","0.657470703125","0.657470703125"
"360448","88","88","88","0.8447265625","0.8447265625","0.8447265625"
"364544","89","89","89","0.767333984375","0.767333984375","0.767333984375"
"368640","90","90","90","0.64453125","0.64453125","0.64453125"
"372736","91","91","91","0.76220703125","0.76220703125","0.76220703125"
"376832","92","92","92","0.799072265625","0.799072265625","0.799072265625"
"380928","93","93","93","0.77294921875","0.77294921875","0.77294921875"
"385024","94","94","94","0.700439453125","0.700439453125","0.700439453125"
"389120","95","95","95","0.807373046875","0.807373046875","0.807373046875"
"393216","96","96","96","0.7578125","0.7578125","0.7578125"
"397312","97","97","97","0.81689453125","0.81689453125","0.81689453125"
"401408","98","98","98","0.749755859375","0.749755859375","0.749755859375"
"405504","99","99","99","0.781494140625","0.781494140625","0.781494140625"
"409600","100","100","100","0.780029296875","0.780029296875","0.780029296875"
"413696","101","101","101","0.719482421875","0.719482421875","0.719482421875"
"417792","102","102","102","0.787109375","0.787109375","0.787109375"
"421888","103","103","103","0.933837890625","0.933837890625","0.933837890625"
"425984","104","104","104","0.905517578125","0.905517578125","0.905517578125"
"430080","105","105","105","0.909423828125","0.909423828125","0.909423828125"
"434176","106","106","106","0.92919921875","0.92919921875","0.92919921875"
"438272","107","107","107","0.71142578125","0.71142578125","0.71142578125"
"442368","108","108","108","0.799560546875","0.799560546875","0.799560546875"
"446464","109","109","109","0.785400390625","0.785400390625","0.785400390625"
"450560","110","110","110","0.839111328125","0.839111328125","0.839111328125"
"454656","111","111","111","0.780029296875","0.780029296875","0.780029296875"
"458752","112","112","112","0.859619140625","0.859619140625","0.859619140625"
"462848","113","113","113","0.923583984375","0.923583984375","0.923583984375"
"466944","114","114","114","0.870361328125","0.870361328125","0.870361328125"
"471040","115","115","115","0.832275390625","0.832275390625","0.832275390625"
"475136","116","116","116","0.89599609375","0.89599609375","0.89599609375"
"479232","117","117","117","0.922119140625","0.922119140625","0.922119140625"
"483328","118","118","118","0.84326171875","0.84326171875","0.84326171875"
"487424","119","119","119","0.90673828125","0.90673828125","0.90673828125"
"491520","120","120","120","0.840087890625","0.840087890625","0.840087890625"
"495616","121","121","121","0.880615234375","0.880615234375","0.880615234375"
"499712","122","122","122","0.881103515625","0.881103515625","0.881103515625"
"503808","123","123","123","0.883056640625","0.883056640625","0.883056640625"
"507904","124","124","124","0.913818359375","0.913818359375","0.913818359375"
"512000","125","125","125","0.96337890625","0.96337890625","0.96337890625"
"516096","126","126","126","0.948974609375","0.948974609375","0.948974609375"
"520192","127","127","127","0.985595703125","0.985595703125","0.985595703125"
"524288","128","128","128","0.904052734375","0.904052734375","0.904052734375"
"528384","129","129","129","1.05224609375","1.05224609375","1.05224609375"
"532480","130","130","130","0.872802734375","0.872802734375","0.872802734375"
"536576","131","131","131","0.87548828125","0.87548828125","0.87548828125"
"540672","132","132","132","0.98681640625","0.98681640625","0.98681640625"
"544768","133","133","133","1.031982421875","1.031982421875","1.031982421875"
"548864","134","134","134","0.935546875","0.935546875","0.935546875"
"552960","135","135","135","0.968505859375","0.968505859375","0.968505859375"
"557056","136","136","136","1.031494140625","1.031494140625","1.031494140625"
"561152","137","137","137","0.916015625","0.916015625","0.916015625"
"565248","138","138","138","0.99609375","0.99609375","0.99609375"
"569344","139","139","139","1.060302734375","1.060302734375","1.060302734375"
"573440","140","140","140","1.10205078125","1.10205078125","1.10205078125"
"577536","141","141","141","1.0009765625","1.0009765625","1.0009765625"
"581632","142","142","142","1.046875","1.046875","1.046875"
"585728","143","143","143","0.966796875","0.966796875","0.966796875"
"589824","144","144","144","1.015625","1.015625","1.015625"
"593920","145","145","145","1.07080078125","1.07080078125","1.07080078125"
"598016","146","146","146","1.03564453125","1.03564453125","1.03564453125"
"602112","147","147","147","1.04443359375","1.04443359375","1.04443359375"
"606208","148","148","148","1.03466796875","1.03466796875","1.03466796875"
"610304","149","149","149","1.0927734375","1.0927734375","1.0927734375"
"614400","150","150","150","1.0400390625","1.0400390625","1.0400390625"
"618496","151","151","151","1.16748046875","1.16748046875","1.16748046875"
"622592","152","152","152","1.230712890625","1.230712890625","1.230712890625"
"626688","153","153","153","1.240478515625","1.240478515625","1.240478515625"
"630784","154","154","154","1.158447265625","1.158447265625","1.158447265625"
"634880","155","155","155","1.127197265625","1.127197265625","1.127197265625"
"638976","156","156","156","1.168212890625","1.168212890625","1.168212890625"
"643072","157","157","157","1.165283203125","1.165283203125","1.165283203125"
"647168","158","158","158","1.2568359375","1.2568359375","1.2568359375"
"651264","159","159","159","1.160400390625","1.160400390625","1.160400390625"
"655360","160","160","160","1.24951171875","1.24951171875","1.24951171875"
"659456","161","161","161","1.3251953125","1.3251953125","1.3251953125"
"663552","162","162","162","1.38671875","1.38671875","1.38671875"
"667648","163","163","163","1.265380859375","1.265380859375","1.265380859375"
"671744","164","164","164","1.06591796875","1.06591796875","1.06591796875"
"675840","165","165","165","1.096435546875","1.096435546875","1.096435546875"
"679936","166","166","166","1.107421875","1.107421875","1.107421875"
"684032","167","167","167","1.167724609375","1.167724609375","1.167724609375"
"688128","168","168","168","1.353515625","1.353515625","1.353515625"
"692224","169","169","169","1.355224609375","1.355224609375","1.355224609375"
"696320","170","170","170","1.142822265625","1.142822265625","1.142822265625"
"700416","171","171","171","1.234130859375","1.234130859375","1.234130859375"
"704512","172","172","172","1.278076171875","1.278076171875","1.278076171875"
"708608","173","173","173","1.374267578125","1.374267578125","1.374267578125"
"712704","174","174","174","1.09912109375","1.09912109375","1.09912109375"
"716800","175","175","175","1.212646484375","1.212646484375","1.212646484375"
"720896","176","176","176","1.286376953125","1.286376953125","1.286376953125"
"724992","177","177","177","1.45458984375","1.45458984375","1.45458984375"
"729088","178","178","178","1.37109375","1.37109375","1.37109375"
"733184","179","179","179","1.410888671875","1.410888671875","1.410888671875"
"737280","180","180","180","1.29345703125","1.29345703125","1.29345703125"
"741376","181","181","181","1.2216796875","1.2216796875","1.2216796875"
"745472","182","182","182","1.29345703125","1.29345703125","1.29345703125"
"749568","183","183","183","1.27978515625","1.27978515625","1.27978515625"
"753664","184","184","184","1.419921875","1.419921875","1.419921875"
"757760","185","185","185","1.558837890625","1.558837890625","1.558837890625"
"761856","186","186","186","1.396484375","1.396484375","1.396484375"
"765952","187","187","187","1.393310546875","1.393310546875","1.393310546875"
"770048","188","188","188","1.52294921875","1.52294921875","1.52294921875"
"774144","189","189","189","1.71728515625","1.71728515625","1.71728515625"
"778240","190","190","190","1.6376953125","1.6376953125","1.6376953125"
"782336","191","191","191","1.672119140625","1.672119140625","1.672119140625"
"786432","192","192","192","1.52880859375","1.52880859375","1.52880859375"
"790528","193","193","193","1.472900390625","1.472900390625","1.472900390625"
"794624","194","194","194","1.45947265625","1.45947265625","1.45947265625"
"798720","195","195","195","1.339111328125","1.339111328125","1.339111328125"
"802816","196","196","196","1.422119140625","1.422119140625","1.422119140625"
"806912","197","197","197","1.387939453125","1.387939453125","1.387939453125"
"811008","198","198","198","1.639892578125","1.639892578125","1.639892578125"
"815104","199","199","199","1.51953125","1.51953125","1.51953125"
"819200","200","200","200","1.441162109375","1.441162109375","1.441162109375"
"823296","201","201","201","1.51123046875","1.51123046875","1.51123046875"
"827392","202","202","202","1.558837890625","1.558837890625","1.558837890625"
"831488","203","203","203","1.4990234375","1.4990234375","1.4990234375"
"835584","204","204","204","1.543701171875","1.543701171875","1.543701171875"
"839680","205","205","205","1.732177734375","1.732177734375","1.732177734375"
"843776","206","206","206","1.685791015625","1.685791015625","1.685791015625"
"847872","207","207","207","1.44970703125","1.44970703125","1.44970703125"
"851968","208","208","208","1.503173828125","1.503173828125","1.503173828125"
"856064","209","209","209","1.808349609375","1.808349609375","1.808349609375"
"860160","210","210","210","1.62158203125","1.62158203125","1.62158203125"
"864256","211","211","211","1.589111328125","1.589111328125","1.589111328125"
"868352","212","212","212","1.736572265625","1.736572265625","1.736572265625"
"872448","213","213","213","1.782470703125","1.782470703125","1.782470703125"
"876544","214","214","214","1.54931640625","1.54931640625","1.54931640625"
"880640","215","215","215","1.7080078125","1.7080078125","1.7080078125"
"884736","216","216","216","1.639892578125","1.639892578125","1.639892578125"
"888832","217","217","217","1.862060546875","1.862060546875","1.862060546875"
"892928","218","218","218","1.6708984375","1.6708984375","1.6708984375"
"897024","219","219","219","1.474853515625","1.474853515625","1.474853515625"
"901120","220","220","220","1.56884765625","1.56884765625","1.56884765625"
"905216","221","221","221","1.81884765625","1.81884765625","1.81884765625"
"909312","222","222","222","1.7431640625","1.7431640625","1.7431640625"
"913408","223","223","223","1.81201171875","1.81201171875","1.81201171875"
"917504","224","224","224","1.996337890625","1.996337890625","1.996337890625"
"921600","225","225","225","1.91064453125","1.91064453125","1.91064453125"
"925696","226","226","226","1.632080078125","1.632080078125","1.632080078125"
"929792","227","227","227","1.701171875","1.701171875","1.701171875"
"933888","228","228","228","1.64794921875","1.64794921875","1.64794921875"
"937984","229","229","229","1.83642578125","1.83642578125","1.83642578125"
"942080","230","230","230","1.777099609375","1.777099609375","1.777099609375"
"946176","231","231","231","1.891845703125","1.891845703125","1.891845703125"
"950272","232","232","232","1.822021484375","1.822021484375","1.822021484375"
"954368","233","233","233","1.91552734375","1.91552734375","1.91552734375"
"958464","234","234","234","2.188232421875","2.188232421875","2.188232421875"
"962560","235","235","235","2.037841796875","2.037841796875","2.037841796875"
"966656","236","236","236","1.769287109375","1.769287109375","1.769287109375"
"970752","237","237","237","1.941650390625","1.941650390625","1.941650390625"
"974848","238","238","238","2.107666015625","2.107666015625","2.107666015625"
"978944","239","239","239","1.985595703125","1.985595703125","1.985595703125"
"983040","240","240","240","1.895263671875","1.895263671875","1.895263671875"
"987136","241","241","241","1.93408203125","1.93408203125","1.93408203125"
"991232","242","242","242","2.092529296875","2.092529296875","2.092529296875"
"995328","243","243","243","2.0771484375","2.0771484375","2.0771484375"
"999424","244","244","244","2.086669921875","2.086669921875","2.086669921875"
"1003520","245","245","245","2.142578125","2.142578125","2.142578125"
"1007616","246","246","246","2.108154296875","2.108154296875","2.108154296875"
"1011712","247","247","247","1.8203125","1.8203125","1.8203125"
"1015808","248","248","248","1.939697265625","1.939697265625","1.939697265625"
"1019904","249","249","249","2.35302734375","2.35302734375","2.35302734375"
"1024000","250","250","250","2.160888671875","2.160888671875","2.160888671875"
"1028096","251","251","251","2.103515625","2.103515625","2.103515625"
"1032192","252","252","252","2.05126953125","2.05126953125","2.05126953125"
"1036288","253","253","253","2.147705078125","2.147705078125","2.147705078125"
"1040384","254","254","254","2.24267578125","2.24267578125","2.24267578125"
"1044480","255","255","255","2.253662109375","2.253662109375","2.253662109375"
"1048576","256","256","256","2.3291015625","2.3291015625","2.3291015625"
"1052672","257","257","257","1.939453125","1.939453125","1.939453125"
"1056768","258","258","258","1.9521484375","1.9521484375","1.9521484375"
"1060864","259","259","259","2.208251953125","2.208251953125","2.208251953125"
"1064960","260","260","260","2.27587890625","2.27587890625","2.27587890625"
"1069056","261","261","261","2.240478515625","2.240478515625","2.240478515625"
"1073152","262","262","262","2.05908203125","2.05908203125","2.05908203125"
"1077248","263","263","263","2.13330078125","2.13330078125","2.13330078125"
"1081344","264","264","264","2.337158203125","2.337158203125","2.337158203125"
"1085440","265","265","265","2.47509765625","2.47509765625","2.47509765625"
"1089536","266","266","266","2.3759765625","2.3759765625","2.3759765625"
"1093632","267","267","267","2.284423828125","2.284423828125","2.284423828125"
"1097728","268","268","268","2.232421875","2.232421875","2.232421875"
"1101824","269","269","269","2.53515625","2.53515625","2.53515625"
"1105920","270","270","270","2.284423828125","2.284423828125","2.284423828125"
"1110016","271","271","271","2.5283203125","2.5283203125","2.5283203125"
"1114112","272","272","272","2.683837890625","2.683837890625","2.683837890625"
"1118208","273","273","273","2.392578125","2.392578125","2.392578125"
"1122304","274","274","274","2.221435546875","2.221435546875","2.221435546875"
"1126400","275","275","275","2.394775390625","2.394775390625","2.394775390625"
"1130496","276","276","276","2.647705078125","2.647705078125","2.647705078125"
"1134592","277","277","277","2.49365234375","2.49365234375","2.49365234375"
"1138688","278","278","278","2.50390625","2.50390625","2.50390625"
"1142784","279","279","279","2.731201171875","2.731201171875","2.731201171875"
"1146880","280","280","280","2.640380859375","2.640380859375","2.640380859375"
"1150976","281","281","281","2.35546875","2.35546875","2.35546875"
"1155072","282","282","282","2.7099609375","2.7099609375","2.7099609375"
"1159168","283","283","283","2.613525390625","2.613525390625","2.613525390625"
"1163264","284","284","284","2.782958984375","2.782958984375","2.782958984375"
"1167360","285","285","285","2.603515625","2.603515625","2.603515625"
"1171456","286","286","286","2.6748046875","2.6748046875","2.6748046875"
"1175552","287","287","287","2.63623046875","2.63623046875","2.63623046875"
"1179648","288","288","288","2.707763671875","2.707763671875","2.707763671875"
"1183744","289","289","289","2.59619140625","2.59619140625","2.59619140625"
"1187840","290","290","290","2.510498046875","2.510498046875","2.510498046875"
"1191936","291","291","291","2.833251953125","2.833251953125","2.833251953125"
"1196032","292","292","292","2.668212890625","2.668212890625","2.668212890625"
"1200128","293","293","293","2.4052734375","2.4052734375","2.4052734375"
"1204224","294","294","294","2.79150390625","2.79150390625","2.79150390625"
"1208320","295","295","295","2.847412109375","2.847412109375","2.847412109375"
"1212416","296","296","296","2.595703125","2.595703125","2.595703125"
"1216512","297","297","297","2.22216796875","2.22216796875","2.22216796875"
"1220608","298","298","298","2.4765625","2.4765625","2.4765625"
"1224704","299","299","299","2.6806640625","2.6806640625","2.6806640625"
"1228800","300","300","300","2.8271484375","2.8271484375","2.8271484375"
"1232896","301","301","301","3.045166015625","3.045166015625","3.045166015625"
"1236992","302","302","302","2.743408203125","2.743408203125","2.743408203125"
"1241088","303","303","303","3.031494140625","3.031494140625","3.031494140625"
"1245184","304","304","304","2.963623046875","2.963623046875","2.963623046875"
"1249280","305","305","305","3.010498046875","3.010498046875","3.010498046875"
"1253376","306","306","306","2.850341796875","2.850341796875","2.850341796875"
"1257472","307","307","307","2.737060546875","2.737060546875","2.737060546875"
"1261568","308","308","308","3.087158203125","3.087158203125","3.087158203125"
"1265664","309","309","309","3.12255859375","3.12255859375","3.12255859375"
"1269760","310","310","310","3.16015625","3.16015625","3.16015625"
"1273856","311","311","311","2.896728515625","2.896728515625","2.896728515625"
"1277952","312","312","312","3.173583984375","3.173583984375","3.173583984375"
"1282048","313","313","313","3.42431640625","3.42431640625","3.42431640625"
"1286144","314","314","314","3.236328125","3.236328125","3.236328125"
"1290240","315","315","315","2.885986328125","2.885986328125","2.885986328125"
"1294336","316","316","316","3.1015625","3.1015625","3.1015625"
"1298432","317","317","317","2.980712890625","2.980712890625","2.980712890625"
"1302528","318","318","318","3.40966796875","3.40966796875","3.40966796875"
"1306624","319","319","319","3.3779296875","3.3779296875","3.3779296875"
"1310720","320","320","320","3.485595703125","3.485595703125","3.485595703125"
"1314816","321","321","321","3.460693359375","3.460693359375","3.460693359375"
"1318912","322","322","322","3.27001953125","3.27001953125","3.27001953125"
"1323008","323","323","323","3.239013671875","3.239013671875","3.239013671875"
"1327104","324","324","324","3.35986328125","3.35986328125","3.35986328125"
"1331200","325","325","325","3.357177734375","3.357177734375","3.357177734375"
"1335296","326","326","326","3.458251953125","3.458251953125","3.458251953125"
"1339392","327","327","327","3.671875","3.671875","3.671875"
"1343488","328","328","328","3.621337890625","3.621337890625","3.621337890625"
"1347584","329","329","329","3.346435546875","3.346435546875","3.346435546875"
"1351680","330","330","330","3.328125","3.328125","3.328125"
"1355776","331","331","331","3.197509765625","3.197509765625","3.197509765625"
"1359872","332","332","332","2.80615234375","2.80615234375","2.80615234375"
"1363968","333","333","333","2.930908203125","2.930908203125","2.930908203125"
"1368064","334","334","334","3.5654296875","3.5654296875","3.5654296875"
"1372160","335","335","335","3.6708984375","3.6708984375","3.6708984375"
"1376256","336","336","336","3.45361328125","3.45361328125","3.45361328125"
"1380352","337","337","337","3.530517578125","3.530517578125","3.530517578125"
"1384448","338","338","338","3.443603515625","3.443603515625","3.443603515625"
"1388544","339","339","339","3.14453125","3.14453125","3.14453125"
"1392640","340","340","340","3.160888671875","3.160888671875","3.160888671875"
"1396736","341","341","341","3.495849609375","3.495849609375","3.495849609375"
"1400832","342","342","342","3.71630859375","3.71630859375","3.71630859375"
"1404928","343","343","343","3.6640625","3.6640625","3.6640625"
"1409024","344","344","344","3.71337890625","3.71337890625","3.71337890625"
"1413120","345","345","345","3.5595703125","3.5595703125","3.5595703125"
"1417216","346","346","346","3.473876953125","3.473876953125","3.473876953125"
"1421312","347","347","347","3.541748046875","3.541748046875","3.541748046875"
"1425408","348","348","348","3.5068359375","3.5068359375","3.5068359375"
"1429504","349","349","349","3.866455078125","3.866455078125","3.866455078125"
"1433600","350","350","350","3.717041015625","3.717041015625","3.717041015625"
"1437696","351","351","351","3.653564453125","3.653564453125","3.653564453125"
"1441792","352","352","352","3.6181640625","3.6181640625","3.6181640625"
"1445888","353","353","353","3.70751953125","3.70751953125","3.70751953125"
"1449984","354","354","354","3.827880859375","3.827880859375","3.827880859375"
"1454080","355","355","355","3.673583984375","3.673583984375","3.673583984375"
"1458176","356","356","356","3.907958984375","3.907958984375","3.907958984375"
"1462272","357","357","357","3.70556640625","3.70556640625","3.70556640625"
"1466368","358","358","358","4.14599609375","4.14599609375","4.14599609375"
"1470464","359","359","359","3.93798828125","3.93798828125","3.93798828125"
"1474560","360","360","360","4.108154296875","4.108154296875","4.108154296875"
"1478656","361","361","361","4.156982421875","4.156982421875","4.156982421875"
"1482752","362","362","362","4.24365234375","4.24365234375","4.24365234375"
"1486848","363","363","363","4.014892578125","4.014892578125","4.014892578125"
"1490944","364","364","364","3.861083984375","3.861083984375","3.861083984375"
"1495040","365","365","365","3.9130859375","3.9130859375","3.9130859375"
"1499136","366","366","366","4.182373046875","4.182373046875","4.182373046875"
"1503232","367","367","367","4.21826171875","4.21826171875","4.21826171875"
"1507328","368","368","368","4.288818359375","4.288818359375","4.288818359375"
"1511424","369","369","369","4.085693359375","4.085693359375","4.085693359375"
"1515520","370","370","370","4.051025390625","4.051025390625","4.051025390625"
"1519616","371","371","371","4.165771484375","4.165771484375","4.165771484375"
"1523712","372","372","372","4.53369140625","4.53369140625","4.53369140625"
"1527808","373","373","373","4.59912109375","4.59912109375","4.59912109375"
"1531904","374","374","374","4.323486328125","4.323486328125","4.323486328125"
"1536000","375","375","375","4.3935546875","4.3935546875","4.3935546875"
"1540096","376","376","376","4.43310546875","4.43310546875","4.43310546875"
"1544192","377","377","377","4.378173828125","4.378173828125","4.378173828125"
"1548288","378","378","378","4.654052734375","4.654052734375","4.654052734375"
"1552384","379","379","379","4.540283203125","4.540283203125","4.540283203125"
"1556480","380","380","380","4.698486328125","4.698486328125","4.698486328125"
"1560576","381","381","381","4.924560546875","4.924560546875","4.924560546875"
"1564672","382","382","382","4.6611328125","4.6611328125","4.6611328125"
"1568768","383","383","383","5.1240234375","5.1240234375","5.1240234375"
"1572864","384","384","384","4.98779296875","4.98779296875","4.98779296875"
"1576960","385","385","385","4.837890625","4.837890625","4.837890625"
"1581056","386","386","386","5.04345703125","5.04345703125","5.04345703125"
"1585152","387","387","387","4.995361328125","4.995361328125","4.995361328125"
"1589248","388","388","388","4.7373046875","4.7373046875","4.7373046875"
"1593344","389","389","389","4.943603515625","4.943603515625","4.943603515625"
"1597440","390","390","390","4.693603515625","4.693603515625","4.693603515625"
"1601536","391","391","391","4.766845703125","4.766845703125","4.766845703125"
"1605632","392","392","392","4.55322265625","4.55322265625","4.55322265625"
"1609728","393","393","393","4.79052734375","4.79052734375","4.79052734375"
"1613824","394","394","394","4.7626953125","4.7626953125","4.7626953125"
"1617920","395","395","395","4.951171875","4.951171875","4.951171875"
"1622016","396","396","396","5.252685546875","5.252685546875","5.252685546875"
"1626112","397","397","397","5.110107421875","5.110107421875","5.110107421875"
"1630208","398","398","398","4.705810546875","4.705810546875","4.705810546875"
"1634304","399","399","399","4.932373046875","4.932373046875","4.932373046875"
"1638400","400","400","400","5.66455078125","5.66455078125","5.66455078125"
"1642496","401","401","401","5.752197265625","5.752197265625","5.752197265625"
"1646592","402","402","402","5.4248046875","5.4248046875","5.4248046875"
"1650688","403","403","403","5.500732421875","5.500732421875","5.500732421875"
"1654784","404","404","404","5.594970703125","5.594970703125","5.594970703125"
"1658880","405","405","405","5.6416015625","5.6416015625","5.6416015625"
"1662976","406","406","406","5.27099609375","5.27099609375","5.27099609375"
"1667072","407","407","407","4.75537109375","4.75537109375","4.75537109375"
"1671168","408","408","408","4.783935546875","4.783935546875","4.783935546875"
"1675264","409","409","409","4.90478515625","4.90478515625","4.90478515625"
"1679360","410","410","410","5.2119140625","5.2119140625","5.2119140625"
"1683456","411","411","411","5.65234375","5.65234375","5.65234375"
"1687552","412","412","412","5.4345703125","5.4345703125","5.4345703125"
"1691648","413","413","413","5.18994140625","5.18994140625","5.18994140625"
"1695744","414","414","414","5.24951171875","5.24951171875","5.24951171875"
"1699840","415","415","415","5.30322265625","5.30322265625","5.30322265625"
"1703936","416","416","416","5.62890625","5.62890625","5.62890625"
"1708032","417","417","417","5.603759765625","5.603759765625","5.603759765625"
"1712128","418","418","418","6.07421875","6.07421875","6.07421875"
"1716224","419","419","419","6.25048828125","6.25048828125","6.25048828125"
"1720320","420","420","420","5.91552734375","5.91552734375","5.91552734375"
"1724416","421","421","421","5.826904296875","5.826904296875","5.826904296875"
"1728512","422","422","422","5.9208984375","5.9208984375","5.9208984375"
"1732608","423","423","423","6.228759765625","6.228759765625","6.228759765625"
"1736704","424","424","424","6.90234375","6.90234375","6.90234375"
"1740800","425","425","425","6.929931640625","6.929931640625","6.929931640625"
"1744896","426","426","426","6.54736328125","6.54736328125","6.54736328125"
"1748992","427","427","427","6.412353515625","6.412353515625","6.412353515625"
