"env_step","pqn_Freeway-MinAtar - _step","pqn_Freeway-MinAtar - _step__MIN","pqn_Freeway-MinAtar - _step__MAX","pqn_Freeway-MinAtar - test_returned_episode_returns","pqn_Freeway-MinAtar - test_returned_episode_returns__MIN","pqn_Freeway-MinAtar - test_returned_episode_returns__MAX"
"344064","84","84","84","0.0234375","0.0234375","0.0234375"
"348160","85","85","85","0.0234375","0.0234375","0.0234375"
"352256","86","86","86","0.0234375","0.0234375","0.0234375"
"356352","87","87","87","0.0234375","0.0234375","0.0234375"
"360448","88","88","88","0.0234375","0.0234375","0.0234375"
"364544","89","89","89","0.0234375","0.0234375","0.0234375"
"368640","90","90","90","0.0234375","0.0234375","0.0234375"
"372736","91","91","91","0.0234375","0.0234375","0.0234375"
"376832","92","92","92","0.0234375","0.0234375","0.0234375"
"380928","93","93","93","0.0234375","0.0234375","0.0234375"
"385024","94","94","94","0.0234375","0.0234375","0.0234375"
"389120","95","95","95","0.0234375","0.0234375","0.0234375"
"393216","96","96","96","0.0234375","0.0234375","0.0234375"
"397312","97","97","97","0.0234375","0.0234375","0.0234375"
"401408","98","98","98","0.0234375","0.0234375","0.0234375"
"405504","99","99","99","0.0234375","0.0234375","0.0234375"
"409600","100","100","100","0.0234375","0.0234375","0.0234375"
"413696","101","101","101","0.0234375","0.0234375","0.0234375"
"417792","102","102","102","0.0234375","0.0234375","0.0234375"
"421888","103","103","103","0.0234375","0.0234375","0.0234375"
"425984","104","104","104","0.0234375","0.0234375","0.0234375"
"430080","105","105","105","0.0234375","0.0234375","0.0234375"
"434176","106","106","106","0.0234375","0.0234375","0.0234375"
"438272","107","107","107","0.0234375","0.0234375","0.0234375"
"442368","108","108","108","0.0234375","0.0234375","0.0234375"
"446464","109","109","109","0.0234375","0.0234375","0.0234375"
"450560","110","110","110","0.0234375","0.0234375","0.0234375"
"454656","111","111","111","0.0234375","0.0234375","0.0234375"
"458752","112","112","112","0.0234375","0.0234375","0.0234375"
"462848","113","113","113","0.0234375","0.0234375","0.0234375"
"466944","114","114","114","0.0234375","0.0234375","0.0234375"
"471040","115","115","115","0.0234375","0.0234375","0.0234375"
"475136","116","116","116","0.0234375","0.0234375","0.0234375"
"479232","117","117","117","0.0234375","0.0234375","0.0234375"
"483328","118","118","118","0.0234375","0.0234375","0.0234375"
"487424","119","119","119","0.0234375","0.0234375","0.0234375"
"491520","120","120","120","0.0234375","0.0234375","0.0234375"
"495616","121","121","121","0.0234375","0.0234375","0.0234375"
"499712","122","122","122","0.0234375","0.0234375","0.0234375"
"503808","123","123","123","0.0234375","0.0234375","0.0234375"
"507904","124","124","124","0.0234375","0.0234375","0.0234375"
"512000","125","125","125","0.0234375","0.0234375","0.0234375"
"516096","126","126","126","0.0234375","0.0234375","0.0234375"
"520192","127","127","127","0.0234375","0.0234375","0.0234375"
"524288","128","128","128","0.0234375","0.0234375","0.0234375"
"528384","129","129","129","0.0234375","0.0234375","0.0234375"
"532480","130","130","130","0.0234375","0.0234375","0.0234375"
"536576","131","131","131","0.0234375","0.0234375","0.0234375"
"540672","132","132","132","0.0234375","0.0234375","0.0234375"
"544768","133","133","133","0.0234375","0.0234375","0.0234375"
"548864","134","134","134","0.0234375","0.0234375","0.0234375"
"552960","135","135","135","0.0234375","0.0234375","0.0234375"
"557056","136","136","136","0.0234375","0.0234375","0.0234375"
"561152","137","137","137","0.0234375","0.0234375","0.0234375"
"565248","138","138","138","0.0234375","0.0234375","0.0234375"
"569344","139","139","139","0.0234375","0.0234375","0.0234375"
"573440","140","140","140","0.0234375","0.0234375","0.0234375"
"577536","141","141","141","0.0234375","0.0234375","0.0234375"
"581632","142","142","142","0.0234375","0.0234375","0.0234375"
"585728","143","143","143","0.0234375","0.0234375","0.0234375"
"589824","144","144","144","0.0234375","0.0234375","0.0234375"
"593920","145","145","145","0.0234375","0.0234375","0.0234375"
"598016","146","146","146","0.0234375","0.0234375","0.0234375"
"602112","147","147","147","0.0234375","0.0234375","0.0234375"
"606208","148","148","148","0.0234375","0.0234375","0.0234375"
"610304","149","149","149","0.0234375","0.0234375","0.0234375"
"614400","150","150","150","0.0234375","0.0234375","0.0234375"
"618496","151","151","151","0.0234375","0.0234375","0.0234375"
"622592","152","152","152","0.0234375","0.0234375","0.0234375"
"626688","153","153","153","0.0234375","0.0234375","0.0234375"
"630784","154","154","154","0.0234375","0.0234375","0.0234375"
"634880","155","155","155","0.0234375","0.0234375","0.0234375"
"638976","156","156","156","0.0234375","0.0234375","0.0234375"
"643072","157","157","157","0.0234375","0.0234375","0.0234375"
"647168","158","158","158","0.0234375","0.0234375","0.0234375"
"651264","159","159","159","0.0234375","0.0234375","0.0234375"
"655360","160","160","160","0.0234375","0.0234375","0.0234375"
"659456","161","161","161","0.0234375","0.0234375","0.0234375"
"663552","162","162","162","0.0234375","0.0234375","0.0234375"
"667648","163","163","163","0.0234375","0.0234375","0.0234375"
"671744","164","164","164","0.0234375","0.0234375","0.0234375"
"675840","165","165","165","0.0234375","0.0234375","0.0234375"
"679936","166","166","166","0.0234375","0.0234375","0.0234375"
"684032","167","167","167","0.0234375","0.0234375","0.0234375"
"688128","168","168","168","0.0234375","0.0234375","0.0234375"
"692224","169","169","169","0.0234375","0.0234375","0.0234375"
"696320","170","170","170","0.0234375","0.0234375","0.0234375"
"700416","171","171","171","0.0234375","0.0234375","0.0234375"
"704512","172","172","172","0.0234375","0.0234375","0.0234375"
"708608","173","173","173","0.0234375","0.0234375","0.0234375"
"712704","174","174","174","0.0234375","0.0234375","0.0234375"
"716800","175","175","175","0.0234375","0.0234375","0.0234375"
"720896","176","176","176","0.0234375","0.0234375","0.0234375"
"724992","177","177","177","0.0234375","0.0234375","0.0234375"
"729088","178","178","178","0.0234375","0.0234375","0.0234375"
"733184","179","179","179","0.0234375","0.0234375","0.0234375"
"737280","180","180","180","0.0234375","0.0234375","0.0234375"
"741376","181","181","181","0.0234375","0.0234375","0.0234375"
"745472","182","182","182","0.0234375","0.0234375","0.0234375"
"749568","183","183","183","0.0234375","0.0234375","0.0234375"
"753664","184","184","184","0.0234375","0.0234375","0.0234375"
"757760","185","185","185","0.0234375","0.0234375","0.0234375"
"761856","186","186","186","0.0234375","0.0234375","0.0234375"
"765952","187","187","187","0.0234375","0.0234375","0.0234375"
"770048","188","188","188","0.0234375","0.0234375","0.0234375"
"774144","189","189","189","0.0234375","0.0234375","0.0234375"
"778240","190","190","190","0.0234375","0.0234375","0.0234375"
"782336","191","191","191","0.0234375","0.0234375","0.0234375"
"786432","192","192","192","0.0234375","0.0234375","0.0234375"
"790528","193","193","193","0.0234375","0.0234375","0.0234375"
"794624","194","194","194","0.0234375","0.0234375","0.0234375"
"798720","195","195","195","0.0234375","0.0234375","0.0234375"
"802816","196","196","196","0.0234375","0.0234375","0.0234375"
"806912","197","197","197","0.0234375","0.0234375","0.0234375"
"811008","198","198","198","0.0234375","0.0234375","0.0234375"
"815104","199","199","199","0.0234375","0.0234375","0.0234375"
"819200","200","200","200","0.0234375","0.0234375","0.0234375"
"823296","201","201","201","0.0234375","0.0234375","0.0234375"
"827392","202","202","202","0.0234375","0.0234375","0.0234375"
"831488","203","203","203","0.0234375","0.0234375","0.0234375"
"835584","204","204","204","0.0234375","0.0234375","0.0234375"
"839680","205","205","205","0.0234375","0.0234375","0.0234375"
"843776","206","206","206","0.0234375","0.0234375","0.0234375"
"847872","207","207","207","0.0234375","0.0234375","0.0234375"
"851968","208","208","208","0.0234375","0.0234375","0.0234375"
"856064","209","209","209","0.0234375","0.0234375","0.0234375"
"860160","210","210","210","0.0234375","0.0234375","0.0234375"
"864256","211","211","211","0.0234375","0.0234375","0.0234375"
"868352","212","212","212","0.0234375","0.0234375","0.0234375"
"872448","213","213","213","0.0234375","0.0234375","0.0234375"
"876544","214","214","214","0.0234375","0.0234375","0.0234375"
"880640","215","215","215","0.0234375","0.0234375","0.0234375"
"884736","216","216","216","0.0234375","0.0234375","0.0234375"
"888832","217","217","217","0.0234375","0.0234375","0.0234375"
"892928","218","218","218","0.0234375","0.0234375","0.0234375"
"897024","219","219","219","0.0234375","0.0234375","0.0234375"
"901120","220","220","220","0.0234375","0.0234375","0.0234375"
"905216","221","221","221","0.0234375","0.0234375","0.0234375"
"909312","222","222","222","0.0234375","0.0234375","0.0234375"
"913408","223","223","223","0.0234375","0.0234375","0.0234375"
"917504","224","224","224","0.0234375","0.0234375","0.0234375"
"921600","225","225","225","0.0234375","0.0234375","0.0234375"
"925696","226","226","226","0.0234375","0.0234375","0.0234375"
"929792","227","227","227","0.0234375","0.0234375","0.0234375"
"933888","228","228","228","0.0234375","0.0234375","0.0234375"
"937984","229","229","229","0.0234375","0.0234375","0.0234375"
"942080","230","230","230","0.0234375","0.0234375","0.0234375"
"946176","231","231","231","0.0234375","0.0234375","0.0234375"
"950272","232","232","232","0.0234375","0.0234375","0.0234375"
"954368","233","233","233","0.0234375","0.0234375","0.0234375"
"958464","234","234","234","0.0234375","0.0234375","0.0234375"
"962560","235","235","235","0.0234375","0.0234375","0.0234375"
"966656","236","236","236","0.0234375","0.0234375","0.0234375"
"970752","237","237","237","0.0234375","0.0234375","0.0234375"
"974848","238","238","238","0.0234375","0.0234375","0.0234375"
"978944","239","239","239","0.0234375","0.0234375","0.0234375"
"983040","240","240","240","0.0234375","0.0234375","0.0234375"
"987136","241","241","241","0.0234375","0.0234375","0.0234375"
"991232","242","242","242","0.0234375","0.0234375","0.0234375"
"995328","243","243","243","0.0234375","0.0234375","0.0234375"
"999424","244","244","244","0","0","0"
"1003520","245","245","245","0","0","0"
"1007616","246","246","246","0","0","0"
"1011712","247","247","247","0","0","0"
"1015808","248","248","248","0","0","0"
"1019904","249","249","249","0","0","0"
"1024000","250","250","250","0","0","0"
"1028096","251","251","251","0","0","0"
"1032192","252","252","252","0","0","0"
"1036288","253","253","253","0","0","0"
"1040384","254","254","254","0","0","0"
"1044480","255","255","255","0","0","0"
"1048576","256","256","256","0","0","0"
"1052672","257","257","257","0","0","0"
"1056768","258","258","258","0","0","0"
"1060864","259","259","259","0","0","0"
"1064960","260","260","260","0","0","0"
"1069056","261","261","261","0","0","0"
"1073152","262","262","262","0","0","0"
"1077248","263","263","263","0","0","0"
"1081344","264","264","264","0","0","0"
"1085440","265","265","265","0","0","0"
"1089536","266","266","266","0","0","0"
"1093632","267","267","267","0","0","0"
"1097728","268","268","268","0","0","0"
"1101824","269","269","269","0","0","0"
"1105920","270","270","270","0","0","0"
"1110016","271","271","271","0","0","0"
"1114112","272","272","272","0","0","0"
"1118208","273","273","273","0","0","0"
"1122304","274","274","274","0","0","0"
"1126400","275","275","275","0","0","0"
"1130496","276","276","276","0","0","0"
"1134592","277","277","277","0","0","0"
"1138688","278","278","278","0","0","0"
"1142784","279","279","279","0","0","0"
"1146880","280","280","280","0","0","0"
"1150976","281","281","281","0","0","0"
"1155072","282","282","282","0","0","0"
"1159168","283","283","283","0","0","0"
"1163264","284","284","284","0","0","0"
"1167360","285","285","285","0","0","0"
"1171456","286","286","286","0","0","0"
"1175552","287","287","287","0","0","0"
"1179648","288","288","288","0","0","0"
"1183744","289","289","289","0","0","0"
"1187840","290","290","290","0","0","0"
"1191936","291","291","291","0","0","0"
"1196032","292","292","292","0","0","0"
"1200128","293","293","293","0","0","0"
"1204224","294","294","294","0","0","0"
"1208320","295","295","295","0","0","0"
"1212416","296","296","296","0","0","0"
"1216512","297","297","297","0","0","0"
"1220608","298","298","298","0","0","0"
"1224704","299","299","299","0","0","0"
"1228800","300","300","300","0","0","0"
"1232896","301","301","301","0","0","0"
"1236992","302","302","302","0","0","0"
"1241088","303","303","303","0","0","0"
"1245184","304","304","304","0","0","0"
"1249280","305","305","305","0","0","0"
"1253376","306","306","306","0","0","0"
"1257472","307","307","307","0","0","0"
"1261568","308","308","308","0","0","0"
"1265664","309","309","309","0","0","0"
"1269760","310","310","310","0","0","0"
"1273856","311","311","311","0","0","0"
"1277952","312","312","312","0","0","0"
"1282048","313","313","313","0","0","0"
"1286144","314","314","314","0","0","0"
"1290240","315","315","315","0","0","0"
"1294336","316","316","316","0","0","0"
"1298432","317","317","317","0","0","0"
"1302528","318","318","318","0","0","0"
"1306624","319","319","319","0","0","0"
"1310720","320","320","320","0","0","0"
"1314816","321","321","321","0","0","0"
"1318912","322","322","322","0","0","0"
"1323008","323","323","323","0","0","0"
"1327104","324","324","324","0","0","0"
"1331200","325","325","325","0","0","0"
"1335296","326","326","326","0","0","0"
"1339392","327","327","327","0","0","0"
"1343488","328","328","328","0","0","0"
"1347584","329","329","329","0","0","0"
"1351680","330","330","330","0","0","0"
"1355776","331","331","331","0","0","0"
"1359872","332","332","332","0","0","0"
"1363968","333","333","333","0","0","0"
"1368064","334","334","334","0","0","0"
"1372160","335","335","335","0","0","0"
"1376256","336","336","336","0","0","0"
"1380352","337","337","337","0","0","0"
"1384448","338","338","338","0","0","0"
"1388544","339","339","339","0","0","0"
"1392640","340","340","340","0","0","0"
"1396736","341","341","341","0","0","0"
"1400832","342","342","342","0","0","0"
"1404928","343","343","343","0","0","0"
"1409024","344","344","344","0","0","0"
"1413120","345","345","345","0","0","0"
"1417216","346","346","346","0","0","0"
"1421312","347","347","347","0","0","0"
"1425408","348","348","348","0","0","0"
"1429504","349","349","349","0","0","0"
"1433600","350","350","350","0","0","0"
"1437696","351","351","351","0","0","0"
"1441792","352","352","352","0","0","0"
"1445888","353","353","353","0","0","0"
"1449984","354","354","354","0","0","0"
"1454080","355","355","355","0","0","0"
"1458176","356","356","356","0","0","0"
"1462272","357","357","357","0","0","0"
"1466368","358","358","358","0","0","0"
"1470464","359","359","359","0","0","0"
"1474560","360","360","360","0","0","0"
"1478656","361","361","361","0","0","0"
"1482752","362","362","362","0","0","0"
"1486848","363","363","363","0","0","0"
"1490944","364","364","364","0","0","0"
"1495040","365","365","365","0","0","0"
"1499136","366","366","366","0","0","0"
"1503232","367","367","367","0","0","0"
"1507328","368","368","368","0","0","0"
"1511424","369","369","369","0","0","0"
"1515520","370","370","370","0","0","0"
"1519616","371","371","371","0","0","0"
"1523712","372","372","372","0","0","0"
"1527808","373","373","373","0","0","0"
"1531904","374","374","374","0","0","0"
"1536000","375","375","375","0","0","0"
"1540096","376","376","376","0","0","0"
"1544192","377","377","377","0","0","0"
"1548288","378","378","378","0","0","0"
"1552384","379","379","379","0","0","0"
"1556480","380","380","380","0","0","0"
"1560576","381","381","381","0","0","0"
"1564672","382","382","382","0","0","0"
"1568768","383","383","383","0","0","0"
"1572864","384","384","384","0","0","0"
"1576960","385","385","385","0","0","0"
"1581056","386","386","386","0","0","0"
"1585152","387","387","387","0","0","0"
"1589248","388","388","388","0","0","0"
"1593344","389","389","389","0","0","0"
"1597440","390","390","390","0","0","0"
"1601536","391","391","391","0","0","0"
"1605632","392","392","392","0","0","0"
"1609728","393","393","393","0","0","0"
"1613824","394","394","394","0","0","0"
"1617920","395","395","395","0","0","0"
"1622016","396","396","396","0","0","0"
"1626112","397","397","397","0","0","0"
"1630208","398","398","398","0","0","0"
"1634304","399","399","399","0","0","0"
"1638400","400","400","400","0","0","0"
"1642496","401","401","401","0","0","0"
"1646592","402","402","402","0","0","0"
"1650688","403","403","403","0","0","0"
"1654784","404","404","404","0","0","0"
"1658880","405","405","405","0","0","0"
"1662976","406","406","406","0","0","0"
"1667072","407","407","407","0","0","0"
"1671168","408","408","408","0","0","0"
"1675264","409","409","409","0","0","0"
"1679360","410","410","410","0","0","0"
"1683456","411","411","411","0","0","0"
"1687552","412","412","412","0","0","0"
"1691648","413","413","413","0","0","0"
"1695744","414","414","414","0","0","0"
"1699840","415","415","415","0","0","0"
"1703936","416","416","416","0","0","0"
"1708032","417","417","417","0","0","0"
"1712128","418","418","418","0","0","0"
"1716224","419","419","419","0","0","0"
"1720320","420","420","420","0","0","0"
"1724416","421","421","421","0","0","0"
"1728512","422","422","422","0","0","0"
"1732608","423","423","423","0","0","0"
"1736704","424","424","424","0","0","0"
"1740800","425","425","425","0","0","0"
"1744896","426","426","426","0","0","0"
"1748992","427","427","427","0","0","0"
"1753088","428","428","428","0","0","0"
"1757184","429","429","429","0","0","0"
"1761280","430","430","430","0","0","0"
"1765376","431","431","431","0","0","0"
"1769472","432","432","432","0","0","0"
"1773568","433","433","433","0","0","0"
"1777664","434","434","434","0","0","0"
"1781760","435","435","435","0","0","0"
"1785856","436","436","436","0","0","0"
"1789952","437","437","437","0","0","0"
"1794048","438","438","438","0","0","0"
"1798144","439","439","439","0","0","0"
"1802240","440","440","440","0","0","0"
"1806336","441","441","441","0","0","0"
"1810432","442","442","442","0","0","0"
"1814528","443","443","443","0","0","0"
"1818624","444","444","444","0","0","0"
"1822720","445","445","445","0","0","0"
"1826816","446","446","446","0","0","0"
"1830912","447","447","447","0","0","0"
"1835008","448","448","448","0","0","0"
"1839104","449","449","449","0","0","0"
"1843200","450","450","450","0","0","0"
"1847296","451","451","451","0","0","0"
"1851392","452","452","452","0","0","0"
"1855488","453","453","453","0","0","0"
"1859584","454","454","454","0","0","0"
"1863680","455","455","455","0","0","0"
"1867776","456","456","456","0","0","0"
"1871872","457","457","457","0","0","0"
"1875968","458","458","458","0","0","0"
"1880064","459","459","459","0","0","0"
"1884160","460","460","460","0","0","0"
"1888256","461","461","461","0","0","0"
"1892352","462","462","462","0","0","0"
"1896448","463","463","463","0","0","0"
"1900544","464","464","464","0","0","0"
"1904640","465","465","465","0","0","0"
"1908736","466","466","466","0","0","0"
"1912832","467","467","467","0","0","0"
"1916928","468","468","468","0","0","0"
"1921024","469","469","469","0","0","0"
"1925120","470","470","470","0","0","0"
"1929216","471","471","471","0","0","0"
"1933312","472","472","472","0","0","0"
"1937408","473","473","473","0","0","0"
"1941504","474","474","474","0","0","0"
"1945600","475","475","475","0","0","0"
"1949696","476","476","476","0","0","0"
"1953792","477","477","477","0","0","0"
"1957888","478","478","478","0","0","0"
"1961984","479","479","479","0","0","0"
"1966080","480","480","480","0","0","0"
"1970176","481","481","481","0","0","0"
"1974272","482","482","482","0","0","0"
"1978368","483","483","483","0","0","0"
"1982464","484","484","484","0","0","0"
"1986560","485","485","485","0","0","0"
"1990656","486","486","486","0","0","0"
"1994752","487","487","487","0","0","0"
"1998848","488","488","488","54.765625","54.765625","54.765625"
"2002944","489","489","489","54.765625","54.765625","54.765625"
"2007040","490","490","490","54.765625","54.765625","54.765625"
"2011136","491","491","491","54.765625","54.765625","54.765625"
"2015232","492","492","492","54.765625","54.765625","54.765625"
"2019328","493","493","493","54.765625","54.765625","54.765625"
"2023424","494","494","494","54.765625","54.765625","54.765625"
"2027520","495","495","495","54.765625","54.765625","54.765625"
"2031616","496","496","496","54.765625","54.765625","54.765625"
"2035712","497","497","497","54.765625","54.765625","54.765625"
"2039808","498","498","498","54.765625","54.765625","54.765625"
"2043904","499","499","499","54.765625","54.765625","54.765625"
"2048000","500","500","500","54.765625","54.765625","54.765625"
"2052096","501","501","501","54.765625","54.765625","54.765625"
"2056192","502","502","502","54.765625","54.765625","54.765625"
"2060288","503","503","503","54.765625","54.765625","54.765625"
"2064384","504","504","504","54.765625","54.765625","54.765625"
"2068480","505","505","505","54.765625","54.765625","54.765625"
"2072576","506","506","506","54.765625","54.765625","54.765625"
"2076672","507","507","507","54.765625","54.765625","54.765625"
"2080768","508","508","508","54.765625","54.765625","54.765625"
"2084864","509","509","509","54.765625","54.765625","54.765625"
"2088960","510","510","510","54.765625","54.765625","54.765625"
"2093056","511","511","511","54.765625","54.765625","54.765625"
"2097152","512","512","512","54.765625","54.765625","54.765625"
"2101248","513","513","513","54.765625","54.765625","54.765625"
"2105344","514","514","514","54.765625","54.765625","54.765625"
"2109440","515","515","515","54.765625","54.765625","54.765625"
"2113536","516","516","516","54.765625","54.765625","54.765625"
"2117632","517","517","517","54.765625","54.765625","54.765625"
"2121728","518","518","518","54.765625","54.765625","54.765625"
"2125824","519","519","519","54.765625","54.765625","54.765625"
"2129920","520","520","520","54.765625","54.765625","54.765625"
"2134016","521","521","521","54.765625","54.765625","54.765625"
"2138112","522","522","522","54.765625","54.765625","54.765625"
"2142208","523","523","523","54.765625","54.765625","54.765625"
"2146304","524","524","524","54.765625","54.765625","54.765625"
"2150400","525","525","525","54.765625","54.765625","54.765625"
"2154496","526","526","526","54.765625","54.765625","54.765625"
"2158592","527","527","527","54.765625","54.765625","54.765625"
"2162688","528","528","528","54.765625","54.765625","54.765625"
"2166784","529","529","529","54.765625","54.765625","54.765625"
"2170880","530","530","530","54.765625","54.765625","54.765625"
"2174976","531","531","531","54.765625","54.765625","54.765625"
"2179072","532","532","532","54.765625","54.765625","54.765625"
"2183168","533","533","533","54.765625","54.765625","54.765625"
"2187264","534","534","534","54.765625","54.765625","54.765625"
"2191360","535","535","535","54.765625","54.765625","54.765625"
"2195456","536","536","536","54.765625","54.765625","54.765625"
"2199552","537","537","537","54.765625","54.765625","54.765625"
"2203648","538","538","538","54.765625","54.765625","54.765625"
"2207744","539","539","539","54.765625","54.765625","54.765625"
"2211840","540","540","540","54.765625","54.765625","54.765625"
"2215936","541","541","541","54.765625","54.765625","54.765625"
"2220032","542","542","542","54.765625","54.765625","54.765625"
"2224128","543","543","543","54.765625","54.765625","54.765625"
"2228224","544","544","544","54.765625","54.765625","54.765625"
"2232320","545","545","545","54.765625","54.765625","54.765625"
"2236416","546","546","546","54.765625","54.765625","54.765625"
"2240512","547","547","547","54.765625","54.765625","54.765625"
"2244608","548","548","548","54.765625","54.765625","54.765625"
"2248704","549","549","549","54.765625","54.765625","54.765625"
"2252800","550","550","550","54.765625","54.765625","54.765625"
"2256896","551","551","551","54.765625","54.765625","54.765625"
"2260992","552","552","552","54.765625","54.765625","54.765625"
"2265088","553","553","553","54.765625","54.765625","54.765625"
"2269184","554","554","554","54.765625","54.765625","54.765625"
"2273280","555","555","555","54.765625","54.765625","54.765625"
"2277376","556","556","556","54.765625","54.765625","54.765625"
"2281472","557","557","557","54.765625","54.765625","54.765625"
"2285568","558","558","558","54.765625","54.765625","54.765625"
"2289664","559","559","559","54.765625","54.765625","54.765625"
"2293760","560","560","560","54.765625","54.765625","54.765625"
"2297856","561","561","561","54.765625","54.765625","54.765625"
"2301952","562","562","562","54.765625","54.765625","54.765625"
"2306048","563","563","563","54.765625","54.765625","54.765625"
"2310144","564","564","564","54.765625","54.765625","54.765625"
"2314240","565","565","565","54.765625","54.765625","54.765625"
"2318336","566","566","566","54.765625","54.765625","54.765625"
"2322432","567","567","567","54.765625","54.765625","54.765625"
"2326528","568","568","568","54.765625","54.765625","54.765625"
"2330624","569","569","569","54.765625","54.765625","54.765625"
"2334720","570","570","570","54.765625","54.765625","54.765625"
