"env_step","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"368640","90","90","90","4.877685546875","4.877685546875","4.877685546875"
"372736","91","91","91","5.108154296875","5.108154296875","5.108154296875"
"376832","92","92","92","5.100830078125","5.100830078125","5.100830078125"
"380928","93","93","93","5.233154296875","5.233154296875","5.233154296875"
"385024","94","94","94","5.55908203125","5.55908203125","5.55908203125"
"389120","95","95","95","5.70654296875","5.70654296875","5.70654296875"
"393216","96","96","96","5.548583984375","5.548583984375","5.548583984375"
"397312","97","97","97","5.628173828125","5.628173828125","5.628173828125"
"401408","98","98","98","5.80810546875","5.80810546875","5.80810546875"
"405504","99","99","99","5.38134765625","5.38134765625","5.38134765625"
"409600","100","100","100","5.290283203125","5.290283203125","5.290283203125"
"413696","101","101","101","5.201171875","5.201171875","5.201171875"
"417792","102","102","102","5.533447265625","5.533447265625","5.533447265625"
"421888","103","103","103","5.675048828125","5.675048828125","5.675048828125"
"425984","104","104","104","5.89013671875","5.89013671875","5.89013671875"
"430080","105","105","105","5.836181640625","5.836181640625","5.836181640625"
"434176","106","106","106","5.6494140625","5.6494140625","5.6494140625"
"438272","107","107","107","5.56005859375","5.56005859375","5.56005859375"
"442368","108","108","108","5.61474609375","5.61474609375","5.61474609375"
"446464","109","109","109","5.353271484375","5.353271484375","5.353271484375"
"450560","110","110","110","5.6015625","5.6015625","5.6015625"
"454656","111","111","111","5.4248046875","5.4248046875","5.4248046875"
"458752","112","112","112","5.65380859375","5.65380859375","5.65380859375"
"462848","113","113","113","5.493896484375","5.493896484375","5.493896484375"
"466944","114","114","114","5.324951171875","5.324951171875","5.324951171875"
"471040","115","115","115","5.119873046875","5.119873046875","5.119873046875"
"475136","116","116","116","5.1337890625","5.1337890625","5.1337890625"
"479232","117","117","117","5.410400390625","5.410400390625","5.410400390625"
"483328","118","118","118","5.289306640625","5.289306640625","5.289306640625"
"487424","119","119","119","5.24853515625","5.24853515625","5.24853515625"
"491520","120","120","120","5.37109375","5.37109375","5.37109375"
"495616","121","121","121","5.24560546875","5.24560546875","5.24560546875"
"499712","122","122","122","5.411376953125","5.411376953125","5.411376953125"
"503808","123","123","123","5.69873046875","5.69873046875","5.69873046875"
"507904","124","124","124","5.73486328125","5.73486328125","5.73486328125"
"512000","125","125","125","5.819091796875","5.819091796875","5.819091796875"
"516096","126","126","126","6.21044921875","6.21044921875","6.21044921875"
"520192","127","127","127","6.262451171875","6.262451171875","6.262451171875"
"524288","128","128","128","5.82080078125","5.82080078125","5.82080078125"
"528384","129","129","129","6.013671875","6.013671875","6.013671875"
"532480","130","130","130","6.25537109375","6.25537109375","6.25537109375"
"536576","131","131","131","5.858154296875","5.858154296875","5.858154296875"
"540672","132","132","132","5.84423828125","5.84423828125","5.84423828125"
"544768","133","133","133","6.053955078125","6.053955078125","6.053955078125"
"548864","134","134","134","6.373291015625","6.373291015625","6.373291015625"
"552960","135","135","135","6.380126953125","6.380126953125","6.380126953125"
"557056","136","136","136","6.177490234375","6.177490234375","6.177490234375"
"561152","137","137","137","6.131103515625","6.131103515625","6.131103515625"
"565248","138","138","138","5.71240234375","5.71240234375","5.71240234375"
"569344","139","139","139","5.30029296875","5.30029296875","5.30029296875"
"573440","140","140","140","4.98583984375","4.98583984375","4.98583984375"
"577536","141","141","141","5.277099609375","5.277099609375","5.277099609375"
"581632","142","142","142","5.454345703125","5.454345703125","5.454345703125"
"585728","143","143","143","5.5087890625","5.5087890625","5.5087890625"
"589824","144","144","144","5.6279296875","5.6279296875","5.6279296875"
"593920","145","145","145","5.9541015625","5.9541015625","5.9541015625"
"598016","146","146","146","6.466552734375","6.466552734375","6.466552734375"
"602112","147","147","147","6.381591796875","6.381591796875","6.381591796875"
"606208","148","148","148","6.146728515625","6.146728515625","6.146728515625"
"610304","149","149","149","5.781494140625","5.781494140625","5.781494140625"
"614400","150","150","150","5.964599609375","5.964599609375","5.964599609375"
"618496","151","151","151","5.916748046875","5.916748046875","5.916748046875"
"622592","152","152","152","5.96630859375","5.96630859375","5.96630859375"
"626688","153","153","153","6.569091796875","6.569091796875","6.569091796875"
"630784","154","154","154","6.9921875","6.9921875","6.9921875"
"634880","155","155","155","6.33251953125","6.33251953125","6.33251953125"
"638976","156","156","156","6.504638671875","6.504638671875","6.504638671875"
"643072","157","157","157","6.708251953125","6.708251953125","6.708251953125"
"647168","158","158","158","6.597900390625","6.597900390625","6.597900390625"
"651264","159","159","159","6.677490234375","6.677490234375","6.677490234375"
"655360","160","160","160","6.7685546875","6.7685546875","6.7685546875"
"659456","161","161","161","6.97119140625","6.97119140625","6.97119140625"
"663552","162","162","162","7.15380859375","7.15380859375","7.15380859375"
"667648","163","163","163","7.433837890625","7.433837890625","7.433837890625"
"671744","164","164","164","7.307373046875","7.307373046875","7.307373046875"
"675840","165","165","165","6.759765625","6.759765625","6.759765625"
"679936","166","166","166","6.56298828125","6.56298828125","6.56298828125"
"684032","167","167","167","6.530517578125","6.530517578125","6.530517578125"
"688128","168","168","168","6.458251953125","6.458251953125","6.458251953125"
"692224","169","169","169","6.834716796875","6.834716796875","6.834716796875"
"696320","170","170","170","7.263671875","7.263671875","7.263671875"
"700416","171","171","171","7.157470703125","7.157470703125","7.157470703125"
"704512","172","172","172","7.7041015625","7.7041015625","7.7041015625"
"708608","173","173","173","7.916259765625","7.916259765625","7.916259765625"
"712704","174","174","174","8.498291015625","8.498291015625","8.498291015625"
"716800","175","175","175","8.57373046875","8.57373046875","8.57373046875"
"720896","176","176","176","8.37939453125","8.37939453125","8.37939453125"
"724992","177","177","177","8.029052734375","8.029052734375","8.029052734375"
"729088","178","178","178","8.307861328125","8.307861328125","8.307861328125"
"733184","179","179","179","8.123291015625","8.123291015625","8.123291015625"
"737280","180","180","180","8.27880859375","8.27880859375","8.27880859375"
"741376","181","181","181","8.057861328125","8.057861328125","8.057861328125"
"745472","182","182","182","8.807861328125","8.807861328125","8.807861328125"
"749568","183","183","183","9.26513671875","9.26513671875","9.26513671875"
"753664","184","184","184","8.585205078125","8.585205078125","8.585205078125"
"757760","185","185","185","8.294189453125","8.294189453125","8.294189453125"
"761856","186","186","186","8.6953125","8.6953125","8.6953125"
"765952","187","187","187","8.61767578125","8.61767578125","8.61767578125"
"770048","188","188","188","8.3330078125","8.3330078125","8.3330078125"
"774144","189","189","189","8.30615234375","8.30615234375","8.30615234375"
"778240","190","190","190","7.84375","7.84375","7.84375"
"782336","191","191","191","7.81689453125","7.81689453125","7.81689453125"
"786432","192","192","192","7.748046875","7.748046875","7.748046875"
"790528","193","193","193","8.064453125","8.064453125","8.064453125"
"794624","194","194","194","8.460693359375","8.460693359375","8.460693359375"
"798720","195","195","195","8.456787109375","8.456787109375","8.456787109375"
"802816","196","196","196","8.96923828125","8.96923828125","8.96923828125"
"806912","197","197","197","9.480224609375","9.480224609375","9.480224609375"
"811008","198","198","198","9.0283203125","9.0283203125","9.0283203125"
"815104","199","199","199","9.11083984375","9.11083984375","9.11083984375"
"819200","200","200","200","9.206298828125","9.206298828125","9.206298828125"
"823296","201","201","201","9.0068359375","9.0068359375","9.0068359375"
"827392","202","202","202","8.830078125","8.830078125","8.830078125"
"831488","203","203","203","9.48681640625","9.48681640625","9.48681640625"
"835584","204","204","204","9.221923828125","9.221923828125","9.221923828125"
"839680","205","205","205","8.767333984375","8.767333984375","8.767333984375"
"843776","206","206","206","9.491455078125","9.491455078125","9.491455078125"
"847872","207","207","207","8.998046875","8.998046875","8.998046875"
"851968","208","208","208","8.7890625","8.7890625","8.7890625"
"856064","209","209","209","8.8828125","8.8828125","8.8828125"
"860160","210","210","210","8.9140625","8.9140625","8.9140625"
"864256","211","211","211","9.129638671875","9.129638671875","9.129638671875"
"868352","212","212","212","9.212646484375","9.212646484375","9.212646484375"
"872448","213","213","213","9.2734375","9.2734375","9.2734375"
"876544","214","214","214","9.4326171875","9.4326171875","9.4326171875"
"880640","215","215","215","9.56591796875","9.56591796875","9.56591796875"
"884736","216","216","216","9.0068359375","9.0068359375","9.0068359375"
"888832","217","217","217","9.022705078125","9.022705078125","9.022705078125"
"892928","218","218","218","9.5986328125","9.5986328125","9.5986328125"
"897024","219","219","219","9.72705078125","9.72705078125","9.72705078125"
"901120","220","220","220","10.28173828125","10.28173828125","10.28173828125"
"905216","221","221","221","10.4052734375","10.4052734375","10.4052734375"
"909312","222","222","222","10.441162109375","10.441162109375","10.441162109375"
"913408","223","223","223","10.536865234375","10.536865234375","10.536865234375"
"917504","224","224","224","10.53369140625","10.53369140625","10.53369140625"
"921600","225","225","225","10.46875","10.46875","10.46875"
"925696","226","226","226","9.97607421875","9.97607421875","9.97607421875"
"929792","227","227","227","9.773193359375","9.773193359375","9.773193359375"
"933888","228","228","228","10.49951171875","10.49951171875","10.49951171875"
"937984","229","229","229","10.84912109375","10.84912109375","10.84912109375"
"942080","230","230","230","10.710693359375","10.710693359375","10.710693359375"
"946176","231","231","231","10.369873046875","10.369873046875","10.369873046875"
"950272","232","232","232","10.248779296875","10.248779296875","10.248779296875"
"954368","233","233","233","9.753173828125","9.753173828125","9.753173828125"
"958464","234","234","234","10.12841796875","10.12841796875","10.12841796875"
"962560","235","235","235","9.889404296875","9.889404296875","9.889404296875"
"966656","236","236","236","9.953369140625","9.953369140625","9.953369140625"
"970752","237","237","237","10.23876953125","10.23876953125","10.23876953125"
"974848","238","238","238","10.58056640625","10.58056640625","10.58056640625"
"978944","239","239","239","10.838623046875","10.838623046875","10.838623046875"
"983040","240","240","240","10.921142578125","10.921142578125","10.921142578125"
"987136","241","241","241","10.58984375","10.58984375","10.58984375"
"991232","242","242","242","10.915283203125","10.915283203125","10.915283203125"
"995328","243","243","243","11.153076171875","11.153076171875","11.153076171875"
"999424","244","244","244","11.382568359375","11.382568359375","11.382568359375"
"1003520","245","245","245","11.853271484375","11.853271484375","11.853271484375"
"1007616","246","246","246","12.108642578125","12.108642578125","12.108642578125"
"1011712","247","247","247","12.416259765625","12.416259765625","12.416259765625"
"1015808","248","248","248","12.515380859375","12.515380859375","12.515380859375"
"1019904","249","249","249","12.1630859375","12.1630859375","12.1630859375"
"1024000","250","250","250","11.880615234375","11.880615234375","11.880615234375"
"1028096","251","251","251","11.993408203125","11.993408203125","11.993408203125"
"1032192","252","252","252","11.689208984375","11.689208984375","11.689208984375"
"1036288","253","253","253","11.945556640625","11.945556640625","11.945556640625"
"1040384","254","254","254","11.906005859375","11.906005859375","11.906005859375"
"1044480","255","255","255","12.093017578125","12.093017578125","12.093017578125"
"1048576","256","256","256","11.953369140625","11.953369140625","11.953369140625"
"1052672","257","257","257","11.499267578125","11.499267578125","11.499267578125"
"1056768","258","258","258","11.312255859375","11.312255859375","11.312255859375"
"1060864","259","259","259","11.281494140625","11.281494140625","11.281494140625"
"1064960","260","260","260","11.57763671875","11.57763671875","11.57763671875"
"1069056","261","261","261","11.850830078125","11.850830078125","11.850830078125"
"1073152","262","262","262","12.0419921875","12.0419921875","12.0419921875"
"1077248","263","263","263","12.49560546875","12.49560546875","12.49560546875"
"1081344","264","264","264","12.806396484375","12.806396484375","12.806396484375"
"1085440","265","265","265","12.61767578125","12.61767578125","12.61767578125"
"1089536","266","266","266","12.961181640625","12.961181640625","12.961181640625"
"1093632","267","267","267","13.1748046875","13.1748046875","13.1748046875"
"1097728","268","268","268","13.83642578125","13.83642578125","13.83642578125"
"1101824","269","269","269","14.07177734375","14.07177734375","14.07177734375"
"1105920","270","270","270","13.809326171875","13.809326171875","13.809326171875"
"1110016","271","271","271","13.510986328125","13.510986328125","13.510986328125"
"1114112","272","272","272","13.614013671875","13.614013671875","13.614013671875"
"1118208","273","273","273","13.674072265625","13.674072265625","13.674072265625"
"1122304","274","274","274","13.118408203125","13.118408203125","13.118408203125"
"1126400","275","275","275","12.78955078125","12.78955078125","12.78955078125"
"1130496","276","276","276","11.753173828125","11.753173828125","11.753173828125"
"1134592","277","277","277","11.990478515625","11.990478515625","11.990478515625"
"1138688","278","278","278","11.83740234375","11.83740234375","11.83740234375"
"1142784","279","279","279","12.028564453125","12.028564453125","12.028564453125"
"1146880","280","280","280","12.390869140625","12.390869140625","12.390869140625"
"1150976","281","281","281","12.698974609375","12.698974609375","12.698974609375"
"1155072","282","282","282","12.66259765625","12.66259765625","12.66259765625"
"1159168","283","283","283","12.555419921875","12.555419921875","12.555419921875"
"1163264","284","284","284","12.744873046875","12.744873046875","12.744873046875"
"1167360","285","285","285","13.13818359375","13.13818359375","13.13818359375"
"1171456","286","286","286","13.46923828125","13.46923828125","13.46923828125"
"1175552","287","287","287","12.894775390625","12.894775390625","12.894775390625"
"1179648","288","288","288","12.60595703125","12.60595703125","12.60595703125"
"1183744","289","289","289","12.68603515625","12.68603515625","12.68603515625"
"1187840","290","290","290","12.17626953125","12.17626953125","12.17626953125"
"1191936","291","291","291","12.40673828125","12.40673828125","12.40673828125"
"1196032","292","292","292","13.15283203125","13.15283203125","13.15283203125"
"1200128","293","293","293","13.994873046875","13.994873046875","13.994873046875"
"1204224","294","294","294","13.318115234375","13.318115234375","13.318115234375"
"1208320","295","295","295","13.14306640625","13.14306640625","13.14306640625"
"1212416","296","296","296","13.2841796875","13.2841796875","13.2841796875"
"1216512","297","297","297","12.93017578125","12.93017578125","12.93017578125"
"1220608","298","298","298","13.074951171875","13.074951171875","13.074951171875"
"1224704","299","299","299","13.268798828125","13.268798828125","13.268798828125"
"1228800","300","300","300","12.798095703125","12.798095703125","12.798095703125"
"1232896","301","301","301","12.786376953125","12.786376953125","12.786376953125"
"1236992","302","302","302","13.744384765625","13.744384765625","13.744384765625"
"1241088","303","303","303","13.981201171875","13.981201171875","13.981201171875"
"1245184","304","304","304","13.854736328125","13.854736328125","13.854736328125"
"1249280","305","305","305","14.234130859375","14.234130859375","14.234130859375"
"1253376","306","306","306","14.73681640625","14.73681640625","14.73681640625"
"1257472","307","307","307","14.817138671875","14.817138671875","14.817138671875"
"1261568","308","308","308","14.43701171875","14.43701171875","14.43701171875"
"1265664","309","309","309","14.51416015625","14.51416015625","14.51416015625"
"1269760","310","310","310","15.041259765625","15.041259765625","15.041259765625"
"1273856","311","311","311","15.43505859375","15.43505859375","15.43505859375"
"1277952","312","312","312","15.420166015625","15.420166015625","15.420166015625"
"1282048","313","313","313","15.208740234375","15.208740234375","15.208740234375"
"1286144","314","314","314","14.88232421875","14.88232421875","14.88232421875"
"1290240","315","315","315","14.347412109375","14.347412109375","14.347412109375"
"1294336","316","316","316","14.268310546875","14.268310546875","14.268310546875"
"1298432","317","317","317","14.154052734375","14.154052734375","14.154052734375"
"1302528","318","318","318","14.388671875","14.388671875","14.388671875"
"1306624","319","319","319","14.2919921875","14.2919921875","14.2919921875"
"1310720","320","320","320","14.176513671875","14.176513671875","14.176513671875"
"1314816","321","321","321","13.995849609375","13.995849609375","13.995849609375"
"1318912","322","322","322","14.155029296875","14.155029296875","14.155029296875"
"1323008","323","323","323","14.253662109375","14.253662109375","14.253662109375"
"1327104","324","324","324","13.804931640625","13.804931640625","13.804931640625"
"1331200","325","325","325","14.008544921875","14.008544921875","14.008544921875"
"1335296","326","326","326","14.83056640625","14.83056640625","14.83056640625"
"1339392","327","327","327","14.930908203125","14.930908203125","14.930908203125"
"1343488","328","328","328","15.37109375","15.37109375","15.37109375"
"1347584","329","329","329","15.265869140625","15.265869140625","15.265869140625"
"1351680","330","330","330","15.43896484375","15.43896484375","15.43896484375"
"1355776","331","331","331","15.290771484375","15.290771484375","15.290771484375"
"1359872","332","332","332","15.663330078125","15.663330078125","15.663330078125"
"1363968","333","333","333","15.908203125","15.908203125","15.908203125"
"1368064","334","334","334","15.790283203125","15.790283203125","15.790283203125"
"1372160","335","335","335","16.2021484375","16.2021484375","16.2021484375"
"1376256","336","336","336","15.935791015625","15.935791015625","15.935791015625"
"1380352","337","337","337","15.545654296875","15.545654296875","15.545654296875"
"1384448","338","338","338","15.52490234375","15.52490234375","15.52490234375"
"1388544","339","339","339","15.34375","15.34375","15.34375"
"1392640","340","340","340","15.129150390625","15.129150390625","15.129150390625"
"1396736","341","341","341","15.2998046875","15.2998046875","15.2998046875"
"1400832","342","342","342","15.55908203125","15.55908203125","15.55908203125"
"1404928","343","343","343","15.605224609375","15.605224609375","15.605224609375"
"1409024","344","344","344","15.365478515625","15.365478515625","15.365478515625"
"1413120","345","345","345","14.6083984375","14.6083984375","14.6083984375"
"1417216","346","346","346","14.455322265625","14.455322265625","14.455322265625"
"1421312","347","347","347","14.879638671875","14.879638671875","14.879638671875"
"1425408","348","348","348","14.84130859375","14.84130859375","14.84130859375"
"1429504","349","349","349","15.137939453125","15.137939453125","15.137939453125"
"1433600","350","350","350","15.5439453125","15.5439453125","15.5439453125"
"1437696","351","351","351","15.33935546875","15.33935546875","15.33935546875"
"1441792","352","352","352","15.13037109375","15.13037109375","15.13037109375"
"1445888","353","353","353","15.215576171875","15.215576171875","15.215576171875"
"1449984","354","354","354","15.566162109375","15.566162109375","15.566162109375"
"1454080","355","355","355","15.859375","15.859375","15.859375"
"1458176","356","356","356","16.27880859375","16.27880859375","16.27880859375"
"1462272","357","357","357","16.391845703125","16.391845703125","16.391845703125"
"1466368","358","358","358","16.478271484375","16.478271484375","16.478271484375"
"1470464","359","359","359","17.2275390625","17.2275390625","17.2275390625"
"1474560","360","360","360","17.6142578125","17.6142578125","17.6142578125"
"1478656","361","361","361","17.404541015625","17.404541015625","17.404541015625"
"1482752","362","362","362","17.42626953125","17.42626953125","17.42626953125"
"1486848","363","363","363","17.69189453125","17.69189453125","17.69189453125"
"1490944","364","364","364","17.388427734375","17.388427734375","17.388427734375"
"1495040","365","365","365","17.172119140625","17.172119140625","17.172119140625"
"1499136","366","366","366","16.8603515625","16.8603515625","16.8603515625"
"1503232","367","367","367","17.203857421875","17.203857421875","17.203857421875"
"1507328","368","368","368","17.2939453125","17.2939453125","17.2939453125"
"1511424","369","369","369","17.30224609375","17.30224609375","17.30224609375"
"1515520","370","370","370","16.74462890625","16.74462890625","16.74462890625"
"1519616","371","371","371","16.618896484375","16.618896484375","16.618896484375"
"1523712","372","372","372","16.96923828125","16.96923828125","16.96923828125"
"1527808","373","373","373","17.3095703125","17.3095703125","17.3095703125"
"1531904","374","374","374","17.4345703125","17.4345703125","17.4345703125"
"1536000","375","375","375","16.944580078125","16.944580078125","16.944580078125"
"1540096","376","376","376","17.5986328125","17.5986328125","17.5986328125"
"1544192","377","377","377","18.68603515625","18.68603515625","18.68603515625"
"1548288","378","378","378","19.18701171875","19.18701171875","19.18701171875"
"1552384","379","379","379","18.971923828125","18.971923828125","18.971923828125"
"1556480","380","380","380","18.567138671875","18.567138671875","18.567138671875"
"1560576","381","381","381","18.521484375","18.521484375","18.521484375"
"1564672","382","382","382","18.3486328125","18.3486328125","18.3486328125"
"1568768","383","383","383","18.716796875","18.716796875","18.716796875"
"1572864","384","384","384","18.88720703125","18.88720703125","18.88720703125"
"1576960","385","385","385","18.167724609375","18.167724609375","18.167724609375"
"1581056","386","386","386","18.111328125","18.111328125","18.111328125"
"1585152","387","387","387","18.253662109375","18.253662109375","18.253662109375"
"1589248","388","388","388","18.2197265625","18.2197265625","18.2197265625"
"1593344","389","389","389","18.391845703125","18.391845703125","18.391845703125"
"1597440","390","390","390","18.84130859375","18.84130859375","18.84130859375"
"1601536","391","391","391","19.021240234375","19.021240234375","19.021240234375"
"1605632","392","392","392","19.071044921875","19.071044921875","19.071044921875"
"1609728","393","393","393","19.255859375","19.255859375","19.255859375"
"1613824","394","394","394","19.3203125","19.3203125","19.3203125"
"1617920","395","395","395","19.16845703125","19.16845703125","19.16845703125"
"1622016","396","396","396","18.93408203125","18.93408203125","18.93408203125"
"1626112","397","397","397","19.052001953125","19.052001953125","19.052001953125"
"1630208","398","398","398","19.365966796875","19.365966796875","19.365966796875"
"1634304","399","399","399","19.859130859375","19.859130859375","19.859130859375"
"1638400","400","400","400","19.135986328125","19.135986328125","19.135986328125"
"1642496","401","401","401","18.6943359375","18.6943359375","18.6943359375"
"1646592","402","402","402","19.07763671875","19.07763671875","19.07763671875"
"1650688","403","403","403","19.278564453125","19.278564453125","19.278564453125"
"1654784","404","404","404","19.736328125","19.736328125","19.736328125"
"1658880","405","405","405","19.2958984375","19.2958984375","19.2958984375"
"1662976","406","406","406","18.94384765625","18.94384765625","18.94384765625"
"1667072","407","407","407","19.294189453125","19.294189453125","19.294189453125"
"1671168","408","408","408","19.1796875","19.1796875","19.1796875"
"1675264","409","409","409","19.806640625","19.806640625","19.806640625"
"1679360","410","410","410","19.933837890625","19.933837890625","19.933837890625"
"1683456","411","411","411","20.646484375","20.646484375","20.646484375"
"1687552","412","412","412","20.67041015625","20.67041015625","20.67041015625"
"1691648","413","413","413","20.94970703125","20.94970703125","20.94970703125"
"1695744","414","414","414","20.814697265625","20.814697265625","20.814697265625"
"1699840","415","415","415","20.3408203125","20.3408203125","20.3408203125"
"1703936","416","416","416","20.1669921875","20.1669921875","20.1669921875"
"1708032","417","417","417","19.773193359375","19.773193359375","19.773193359375"
"1712128","418","418","418","20.36865234375","20.36865234375","20.36865234375"
"1716224","419","419","419","20.388671875","20.388671875","20.388671875"
"1720320","420","420","420","21.227783203125","21.227783203125","21.227783203125"
