"env_step","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"368640","90","90","90","4.579833984375","4.579833984375","4.579833984375"
"372736","91","91","91","4.6845703125","4.6845703125","4.6845703125"
"376832","92","92","92","4.473388671875","4.473388671875","4.473388671875"
"380928","93","93","93","4.365234375","4.365234375","4.365234375"
"385024","94","94","94","4.385498046875","4.385498046875","4.385498046875"
"389120","95","95","95","5.12890625","5.12890625","5.12890625"
"393216","96","96","96","5.38427734375","5.38427734375","5.38427734375"
"397312","97","97","97","5.615478515625","5.615478515625","5.615478515625"
"401408","98","98","98","5.4296875","5.4296875","5.4296875"
"405504","99","99","99","5.25244140625","5.25244140625","5.25244140625"
"409600","100","100","100","5.55615234375","5.55615234375","5.55615234375"
"413696","101","101","101","5.494384765625","5.494384765625","5.494384765625"
"417792","102","102","102","6.138427734375","6.138427734375","6.138427734375"
"421888","103","103","103","6.1865234375","6.1865234375","6.1865234375"
"425984","104","104","104","6.00439453125","6.00439453125","6.00439453125"
"430080","105","105","105","6.26220703125","6.26220703125","6.26220703125"
"434176","106","106","106","6.340576171875","6.340576171875","6.340576171875"
"438272","107","107","107","5.750732421875","5.750732421875","5.750732421875"
"442368","108","108","108","5.489501953125","5.489501953125","5.489501953125"
"446464","109","109","109","5.720947265625","5.720947265625","5.720947265625"
"450560","110","110","110","5.698974609375","5.698974609375","5.698974609375"
"454656","111","111","111","5.314697265625","5.314697265625","5.314697265625"
"458752","112","112","112","5.445556640625","5.445556640625","5.445556640625"
"462848","113","113","113","5.371826171875","5.371826171875","5.371826171875"
"466944","114","114","114","5.10205078125","5.10205078125","5.10205078125"
"471040","115","115","115","5.099853515625","5.099853515625","5.099853515625"
"475136","116","116","116","5.65673828125","5.65673828125","5.65673828125"
"479232","117","117","117","6.037109375","6.037109375","6.037109375"
"483328","118","118","118","5.803955078125","5.803955078125","5.803955078125"
"487424","119","119","119","5.663330078125","5.663330078125","5.663330078125"
"491520","120","120","120","5.798095703125","5.798095703125","5.798095703125"
"495616","121","121","121","6.242919921875","6.242919921875","6.242919921875"
"499712","122","122","122","6.431884765625","6.431884765625","6.431884765625"
"503808","123","123","123","6.470703125","6.470703125","6.470703125"
"507904","124","124","124","6.52490234375","6.52490234375","6.52490234375"
"512000","125","125","125","5.900390625","5.900390625","5.900390625"
"516096","126","126","126","6.00390625","6.00390625","6.00390625"
"520192","127","127","127","5.95849609375","5.95849609375","5.95849609375"
"524288","128","128","128","5.593994140625","5.593994140625","5.593994140625"
"528384","129","129","129","5.428955078125","5.428955078125","5.428955078125"
"532480","130","130","130","5.36669921875","5.36669921875","5.36669921875"
"536576","131","131","131","5.294677734375","5.294677734375","5.294677734375"
"540672","132","132","132","5.499755859375","5.499755859375","5.499755859375"
"544768","133","133","133","5.467529296875","5.467529296875","5.467529296875"
"548864","134","134","134","5.6708984375","5.6708984375","5.6708984375"
"552960","135","135","135","5.987548828125","5.987548828125","5.987548828125"
"557056","136","136","136","5.89208984375","5.89208984375","5.89208984375"
"561152","137","137","137","5.88232421875","5.88232421875","5.88232421875"
"565248","138","138","138","6.02880859375","6.02880859375","6.02880859375"
"569344","139","139","139","6.156494140625","6.156494140625","6.156494140625"
"573440","140","140","140","5.934326171875","5.934326171875","5.934326171875"
"577536","141","141","141","5.976806640625","5.976806640625","5.976806640625"
"581632","142","142","142","5.928955078125","5.928955078125","5.928955078125"
"585728","143","143","143","5.863525390625","5.863525390625","5.863525390625"
"589824","144","144","144","5.713134765625","5.713134765625","5.713134765625"
"593920","145","145","145","5.68994140625","5.68994140625","5.68994140625"
"598016","146","146","146","5.796630859375","5.796630859375","5.796630859375"
"602112","147","147","147","5.89453125","5.89453125","5.89453125"
"606208","148","148","148","5.45751953125","5.45751953125","5.45751953125"
"610304","149","149","149","5.67822265625","5.67822265625","5.67822265625"
"614400","150","150","150","6.373291015625","6.373291015625","6.373291015625"
"618496","151","151","151","6.304443359375","6.304443359375","6.304443359375"
"622592","152","152","152","6.30810546875","6.30810546875","6.30810546875"
"626688","153","153","153","6.27001953125","6.27001953125","6.27001953125"
"630784","154","154","154","6.766845703125","6.766845703125","6.766845703125"
"634880","155","155","155","6.40087890625","6.40087890625","6.40087890625"
"638976","156","156","156","6.348876953125","6.348876953125","6.348876953125"
"643072","157","157","157","6.66455078125","6.66455078125","6.66455078125"
"647168","158","158","158","6.4990234375","6.4990234375","6.4990234375"
"651264","159","159","159","6.41064453125","6.41064453125","6.41064453125"
"655360","160","160","160","6.354736328125","6.354736328125","6.354736328125"
"659456","161","161","161","5.93896484375","5.93896484375","5.93896484375"
"663552","162","162","162","6.112060546875","6.112060546875","6.112060546875"
"667648","163","163","163","6.3056640625","6.3056640625","6.3056640625"
"671744","164","164","164","6.72412109375","6.72412109375","6.72412109375"
"675840","165","165","165","6.400634765625","6.400634765625","6.400634765625"
"679936","166","166","166","6.37548828125","6.37548828125","6.37548828125"
"684032","167","167","167","6.64501953125","6.64501953125","6.64501953125"
"688128","168","168","168","6.7421875","6.7421875","6.7421875"
"692224","169","169","169","6.616943359375","6.616943359375","6.616943359375"
"696320","170","170","170","6.665283203125","6.665283203125","6.665283203125"
"700416","171","171","171","6.456298828125","6.456298828125","6.456298828125"
"704512","172","172","172","6.758544921875","6.758544921875","6.758544921875"
"708608","173","173","173","7.01318359375","7.01318359375","7.01318359375"
"712704","174","174","174","7.35546875","7.35546875","7.35546875"
"716800","175","175","175","7.710693359375","7.710693359375","7.710693359375"
"720896","176","176","176","7.635986328125","7.635986328125","7.635986328125"
"724992","177","177","177","7.78125","7.78125","7.78125"
"729088","178","178","178","8.112548828125","8.112548828125","8.112548828125"
"733184","179","179","179","7.94091796875","7.94091796875","7.94091796875"
"737280","180","180","180","7.259765625","7.259765625","7.259765625"
"741376","181","181","181","7.24853515625","7.24853515625","7.24853515625"
"745472","182","182","182","7.231689453125","7.231689453125","7.231689453125"
"749568","183","183","183","7.1240234375","7.1240234375","7.1240234375"
"753664","184","184","184","7.04931640625","7.04931640625","7.04931640625"
"757760","185","185","185","6.747314453125","6.747314453125","6.747314453125"
"761856","186","186","186","7.033935546875","7.033935546875","7.033935546875"
"765952","187","187","187","6.86328125","6.86328125","6.86328125"
"770048","188","188","188","7.034423828125","7.034423828125","7.034423828125"
"774144","189","189","189","7.18896484375","7.18896484375","7.18896484375"
"778240","190","190","190","7.408203125","7.408203125","7.408203125"
"782336","191","191","191","7.223876953125","7.223876953125","7.223876953125"
"786432","192","192","192","7.870361328125","7.870361328125","7.870361328125"
"790528","193","193","193","8.1884765625","8.1884765625","8.1884765625"
"794624","194","194","194","8.09521484375","8.09521484375","8.09521484375"
"798720","195","195","195","7.6201171875","7.6201171875","7.6201171875"
"802816","196","196","196","7.786376953125","7.786376953125","7.786376953125"
"806912","197","197","197","7.472900390625","7.472900390625","7.472900390625"
"811008","198","198","198","7.166748046875","7.166748046875","7.166748046875"
"815104","199","199","199","7.377685546875","7.377685546875","7.377685546875"
"819200","200","200","200","7.597412109375","7.597412109375","7.597412109375"
"823296","201","201","201","7.44921875","7.44921875","7.44921875"
"827392","202","202","202","8.006103515625","8.006103515625","8.006103515625"
"831488","203","203","203","7.9130859375","7.9130859375","7.9130859375"
"835584","204","204","204","8.40576171875","8.40576171875","8.40576171875"
"839680","205","205","205","8.356689453125","8.356689453125","8.356689453125"
"843776","206","206","206","8.255615234375","8.255615234375","8.255615234375"
"847872","207","207","207","8.752197265625","8.752197265625","8.752197265625"
"851968","208","208","208","9.291748046875","9.291748046875","9.291748046875"
"856064","209","209","209","9.886962890625","9.886962890625","9.886962890625"
"860160","210","210","210","9.426513671875","9.426513671875","9.426513671875"
"864256","211","211","211","9.144287109375","9.144287109375","9.144287109375"
"868352","212","212","212","8.754150390625","8.754150390625","8.754150390625"
"872448","213","213","213","8.534912109375","8.534912109375","8.534912109375"
"876544","214","214","214","9.011474609375","9.011474609375","9.011474609375"
"880640","215","215","215","9.251220703125","9.251220703125","9.251220703125"
"884736","216","216","216","9.16943359375","9.16943359375","9.16943359375"
"888832","217","217","217","8.773193359375","8.773193359375","8.773193359375"
"892928","218","218","218","9.4716796875","9.4716796875","9.4716796875"
"897024","219","219","219","9.905517578125","9.905517578125","9.905517578125"
"901120","220","220","220","9.8876953125","9.8876953125","9.8876953125"
"905216","221","221","221","9.46826171875","9.46826171875","9.46826171875"
"909312","222","222","222","9.288330078125","9.288330078125","9.288330078125"
"913408","223","223","223","9.314453125","9.314453125","9.314453125"
"917504","224","224","224","9.15625","9.15625","9.15625"
"921600","225","225","225","9.03466796875","9.03466796875","9.03466796875"
"925696","226","226","226","8.514404296875","8.514404296875","8.514404296875"
"929792","227","227","227","8.42333984375","8.42333984375","8.42333984375"
"933888","228","228","228","8.7060546875","8.7060546875","8.7060546875"
"937984","229","229","229","9.39990234375","9.39990234375","9.39990234375"
"942080","230","230","230","9.809814453125","9.809814453125","9.809814453125"
"946176","231","231","231","10.472412109375","10.472412109375","10.472412109375"
"950272","232","232","232","10.28125","10.28125","10.28125"
"954368","233","233","233","10.577880859375","10.577880859375","10.577880859375"
"958464","234","234","234","10.251220703125","10.251220703125","10.251220703125"
"962560","235","235","235","9.98583984375","9.98583984375","9.98583984375"
"966656","236","236","236","10.143310546875","10.143310546875","10.143310546875"
"970752","237","237","237","10.28564453125","10.28564453125","10.28564453125"
"974848","238","238","238","9.82666015625","9.82666015625","9.82666015625"
"978944","239","239","239","10.01220703125","10.01220703125","10.01220703125"
"983040","240","240","240","10.29736328125","10.29736328125","10.29736328125"
"987136","241","241","241","10.394775390625","10.394775390625","10.394775390625"
"991232","242","242","242","11.164794921875","11.164794921875","11.164794921875"
"995328","243","243","243","11.468505859375","11.468505859375","11.468505859375"
"999424","244","244","244","10.896484375","10.896484375","10.896484375"
"1003520","245","245","245","11.040771484375","11.040771484375","11.040771484375"
"1007616","246","246","246","11.53369140625","11.53369140625","11.53369140625"
"1011712","247","247","247","11.065185546875","11.065185546875","11.065185546875"
"1015808","248","248","248","10.826904296875","10.826904296875","10.826904296875"
"1019904","249","249","249","10.8330078125","10.8330078125","10.8330078125"
"1024000","250","250","250","10.870361328125","10.870361328125","10.870361328125"
"1028096","251","251","251","11.05029296875","11.05029296875","11.05029296875"
"1032192","252","252","252","11.24365234375","11.24365234375","11.24365234375"
"1036288","253","253","253","10.98486328125","10.98486328125","10.98486328125"
"1040384","254","254","254","10.400146484375","10.400146484375","10.400146484375"
"1044480","255","255","255","10.458984375","10.458984375","10.458984375"
"1048576","256","256","256","10.683837890625","10.683837890625","10.683837890625"
"1052672","257","257","257","11.2138671875","11.2138671875","11.2138671875"
"1056768","258","258","258","11.697998046875","11.697998046875","11.697998046875"
"1060864","259","259","259","11.766357421875","11.766357421875","11.766357421875"
"1064960","260","260","260","11.546875","11.546875","11.546875"
"1069056","261","261","261","10.9833984375","10.9833984375","10.9833984375"
"1073152","262","262","262","10.599609375","10.599609375","10.599609375"
"1077248","263","263","263","10.268310546875","10.268310546875","10.268310546875"
"1081344","264","264","264","10.770751953125","10.770751953125","10.770751953125"
"1085440","265","265","265","10.829833984375","10.829833984375","10.829833984375"
"1089536","266","266","266","11.06982421875","11.06982421875","11.06982421875"
"1093632","267","267","267","12.229248046875","12.229248046875","12.229248046875"
"1097728","268","268","268","12.83642578125","12.83642578125","12.83642578125"
"1101824","269","269","269","12.54638671875","12.54638671875","12.54638671875"
"1105920","270","270","270","11.7265625","11.7265625","11.7265625"
"1110016","271","271","271","11.673095703125","11.673095703125","11.673095703125"
"1114112","272","272","272","11.645263671875","11.645263671875","11.645263671875"
"1118208","273","273","273","12.3193359375","12.3193359375","12.3193359375"
"1122304","274","274","274","12.957763671875","12.957763671875","12.957763671875"
"1126400","275","275","275","12.297607421875","12.297607421875","12.297607421875"
"1130496","276","276","276","12.386962890625","12.386962890625","12.386962890625"
"1134592","277","277","277","13.1708984375","13.1708984375","13.1708984375"
"1138688","278","278","278","12.7392578125","12.7392578125","12.7392578125"
"1142784","279","279","279","12.8896484375","12.8896484375","12.8896484375"
"1146880","280","280","280","12.1787109375","12.1787109375","12.1787109375"
"1150976","281","281","281","11.893310546875","11.893310546875","11.893310546875"
"1155072","282","282","282","11.892578125","11.892578125","11.892578125"
"1159168","283","283","283","11.919677734375","11.919677734375","11.919677734375"
"1163264","284","284","284","11.577392578125","11.577392578125","11.577392578125"
"1167360","285","285","285","11.509033203125","11.509033203125","11.509033203125"
"1171456","286","286","286","11.3134765625","11.3134765625","11.3134765625"
"1175552","287","287","287","11.37109375","11.37109375","11.37109375"
"1179648","288","288","288","12.130615234375","12.130615234375","12.130615234375"
"1183744","289","289","289","11.80078125","11.80078125","11.80078125"
"1187840","290","290","290","11.95166015625","11.95166015625","11.95166015625"
"1191936","291","291","291","12.726806640625","12.726806640625","12.726806640625"
"1196032","292","292","292","12.700439453125","12.700439453125","12.700439453125"
"1200128","293","293","293","12.662353515625","12.662353515625","12.662353515625"
"1204224","294","294","294","12.66259765625","12.66259765625","12.66259765625"
"1208320","295","295","295","13.24853515625","13.24853515625","13.24853515625"
"1212416","296","296","296","13.242919921875","13.242919921875","13.242919921875"
"1216512","297","297","297","13.027099609375","13.027099609375","13.027099609375"
"1220608","298","298","298","13.104736328125","13.104736328125","13.104736328125"
"1224704","299","299","299","13.667236328125","13.667236328125","13.667236328125"
"1228800","300","300","300","13.61865234375","13.61865234375","13.61865234375"
"1232896","301","301","301","13.45849609375","13.45849609375","13.45849609375"
"1236992","302","302","302","13.2119140625","13.2119140625","13.2119140625"
"1241088","303","303","303","13.123291015625","13.123291015625","13.123291015625"
"1245184","304","304","304","13.031005859375","13.031005859375","13.031005859375"
"1249280","305","305","305","13.21875","13.21875","13.21875"
"1253376","306","306","306","13.900146484375","13.900146484375","13.900146484375"
"1257472","307","307","307","14.484375","14.484375","14.484375"
"1261568","308","308","308","15.04443359375","15.04443359375","15.04443359375"
"1265664","309","309","309","15.05419921875","15.05419921875","15.05419921875"
"1269760","310","310","310","15.10693359375","15.10693359375","15.10693359375"
"1273856","311","311","311","15.146240234375","15.146240234375","15.146240234375"
"1277952","312","312","312","14.7666015625","14.7666015625","14.7666015625"
"1282048","313","313","313","14.866455078125","14.866455078125","14.866455078125"
"1286144","314","314","314","14.237060546875","14.237060546875","14.237060546875"
"1290240","315","315","315","14.313720703125","14.313720703125","14.313720703125"
"1294336","316","316","316","14.15380859375","14.15380859375","14.15380859375"
"1298432","317","317","317","14.8623046875","14.8623046875","14.8623046875"
"1302528","318","318","318","14.91650390625","14.91650390625","14.91650390625"
"1306624","319","319","319","15.137939453125","15.137939453125","15.137939453125"
"1310720","320","320","320","15.163818359375","15.163818359375","15.163818359375"
"1314816","321","321","321","14.952392578125","14.952392578125","14.952392578125"
"1318912","322","322","322","14.98193359375","14.98193359375","14.98193359375"
"1323008","323","323","323","15.26513671875","15.26513671875","15.26513671875"
"1327104","324","324","324","15.679443359375","15.679443359375","15.679443359375"
"1331200","325","325","325","15.28564453125","15.28564453125","15.28564453125"
"1335296","326","326","326","15.75732421875","15.75732421875","15.75732421875"
"1339392","327","327","327","15.88134765625","15.88134765625","15.88134765625"
"1343488","328","328","328","15.532470703125","15.532470703125","15.532470703125"
"1347584","329","329","329","16.228271484375","16.228271484375","16.228271484375"
"1351680","330","330","330","15.950439453125","15.950439453125","15.950439453125"
"1355776","331","331","331","16.15185546875","16.15185546875","16.15185546875"
"1359872","332","332","332","16.198974609375","16.198974609375","16.198974609375"
"1363968","333","333","333","16.274658203125","16.274658203125","16.274658203125"
"1368064","334","334","334","16.74609375","16.74609375","16.74609375"
"1372160","335","335","335","17.07470703125","17.07470703125","17.07470703125"
"1376256","336","336","336","17.298828125","17.298828125","17.298828125"
"1380352","337","337","337","17.2490234375","17.2490234375","17.2490234375"
"1384448","338","338","338","17.23583984375","17.23583984375","17.23583984375"
"1388544","339","339","339","17.06103515625","17.06103515625","17.06103515625"
"1392640","340","340","340","17.271240234375","17.271240234375","17.271240234375"
"1396736","341","341","341","16.927001953125","16.927001953125","16.927001953125"
"1400832","342","342","342","16.041748046875","16.041748046875","16.041748046875"
"1404928","343","343","343","15.508056640625","15.508056640625","15.508056640625"
"1409024","344","344","344","15.56494140625","15.56494140625","15.56494140625"
"1413120","345","345","345","15.5888671875","15.5888671875","15.5888671875"
"1417216","346","346","346","15.8037109375","15.8037109375","15.8037109375"
"1421312","347","347","347","15.864501953125","15.864501953125","15.864501953125"
"1425408","348","348","348","15.978271484375","15.978271484375","15.978271484375"
"1429504","349","349","349","15.766845703125","15.766845703125","15.766845703125"
"1433600","350","350","350","16.51708984375","16.51708984375","16.51708984375"
"1437696","351","351","351","16.70947265625","16.70947265625","16.70947265625"
"1441792","352","352","352","16.806884765625","16.806884765625","16.806884765625"
"1445888","353","353","353","16.29736328125","16.29736328125","16.29736328125"
"1449984","354","354","354","16.154052734375","16.154052734375","16.154052734375"
"1454080","355","355","355","16.1083984375","16.1083984375","16.1083984375"
"1458176","356","356","356","16.129150390625","16.129150390625","16.129150390625"
"1462272","357","357","357","16.12841796875","16.12841796875","16.12841796875"
"1466368","358","358","358","16.66162109375","16.66162109375","16.66162109375"
"1470464","359","359","359","16.737060546875","16.737060546875","16.737060546875"
"1474560","360","360","360","16.414306640625","16.414306640625","16.414306640625"
"1478656","361","361","361","16.496826171875","16.496826171875","16.496826171875"
"1482752","362","362","362","16.08544921875","16.08544921875","16.08544921875"
"1486848","363","363","363","15.9296875","15.9296875","15.9296875"
"1490944","364","364","364","16.287353515625","16.287353515625","16.287353515625"
"1495040","365","365","365","16.492919921875","16.492919921875","16.492919921875"
"1499136","366","366","366","16.9287109375","16.9287109375","16.9287109375"
"1503232","367","367","367","17.149658203125","17.149658203125","17.149658203125"
"1507328","368","368","368","17.94970703125","17.94970703125","17.94970703125"
"1511424","369","369","369","18.156982421875","18.156982421875","18.156982421875"
"1515520","370","370","370","17.87890625","17.87890625","17.87890625"
"1519616","371","371","371","17.804931640625","17.804931640625","17.804931640625"
"1523712","372","372","372","18.292724609375","18.292724609375","18.292724609375"
"1527808","373","373","373","18.029541015625","18.029541015625","18.029541015625"
"1531904","374","374","374","18.26416015625","18.26416015625","18.26416015625"
"1536000","375","375","375","17.91259765625","17.91259765625","17.91259765625"
"1540096","376","376","376","17.318115234375","17.318115234375","17.318115234375"
"1544192","377","377","377","16.740966796875","16.740966796875","16.740966796875"
"1548288","378","378","378","16.858642578125","16.858642578125","16.858642578125"
"1552384","379","379","379","17.318603515625","17.318603515625","17.318603515625"
"1556480","380","380","380","17.663330078125","17.663330078125","17.663330078125"
"1560576","381","381","381","17.861328125","17.861328125","17.861328125"
"1564672","382","382","382","18.16748046875","18.16748046875","18.16748046875"
"1568768","383","383","383","18.9892578125","18.9892578125","18.9892578125"
"1572864","384","384","384","19.05908203125","19.05908203125","19.05908203125"
"1576960","385","385","385","19.23828125","19.23828125","19.23828125"
"1581056","386","386","386","19.305908203125","19.305908203125","19.305908203125"
"1585152","387","387","387","18.90283203125","18.90283203125","18.90283203125"
"1589248","388","388","388","18.619140625","18.619140625","18.619140625"
"1593344","389","389","389","17.93994140625","17.93994140625","17.93994140625"
"1597440","390","390","390","18.149169921875","18.149169921875","18.149169921875"
"1601536","391","391","391","18.768310546875","18.768310546875","18.768310546875"
"1605632","392","392","392","18.748291015625","18.748291015625","18.748291015625"
"1609728","393","393","393","18.220947265625","18.220947265625","18.220947265625"
"1613824","394","394","394","18.122314453125","18.122314453125","18.122314453125"
"1617920","395","395","395","18.74462890625","18.74462890625","18.74462890625"
"1622016","396","396","396","18.917724609375","18.917724609375","18.917724609375"
"1626112","397","397","397","18.917236328125","18.917236328125","18.917236328125"
"1630208","398","398","398","19.097900390625","19.097900390625","19.097900390625"
"1634304","399","399","399","19.477783203125","19.477783203125","19.477783203125"
"1638400","400","400","400","19.44873046875","19.44873046875","19.44873046875"
"1642496","401","401","401","19.69482421875","19.69482421875","19.69482421875"
"1646592","402","402","402","19.744873046875","19.744873046875","19.744873046875"
"1650688","403","403","403","19.829345703125","19.829345703125","19.829345703125"
"1654784","404","404","404","19.761962890625","19.761962890625","19.761962890625"
"1658880","405","405","405","19.968505859375","19.968505859375","19.968505859375"
"1662976","406","406","406","19.808349609375","19.808349609375","19.808349609375"
"1667072","407","407","407","19.533935546875","19.533935546875","19.533935546875"
"1671168","408","408","408","19.5869140625","19.5869140625","19.5869140625"
"1675264","409","409","409","20.057373046875","20.057373046875","20.057373046875"
"1679360","410","410","410","20.101806640625","20.101806640625","20.101806640625"
"1683456","411","411","411","20.23974609375","20.23974609375","20.23974609375"
"1687552","412","412","412","20.066162109375","20.066162109375","20.066162109375"
"1691648","413","413","413","20.721435546875","20.721435546875","20.721435546875"
"1695744","414","414","414","20.719482421875","20.719482421875","20.719482421875"
"1699840","415","415","415","20.637451171875","20.637451171875","20.637451171875"
"1703936","416","416","416","20.07861328125","20.07861328125","20.07861328125"
"1708032","417","417","417","20.059814453125","20.059814453125","20.059814453125"
"1712128","418","418","418","20.489990234375","20.489990234375","20.489990234375"
"1716224","419","419","419","20.22021484375","20.22021484375","20.22021484375"
"1720320","420","420","420","20.298583984375","20.298583984375","20.298583984375"
